player_name,position,school,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,year,player_id,column_a,draft_round,draft_pick,tm,hof,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk
Audie Cole,ILB,North Carolina State,6-4,246.0,4.76,35.0,15.0,114.0,6.96,4.29,2012,2012COLEAUDIENOR,2012Audie Cole,7.0,210.0,MIN,No,LB,5.0,23.0,2016.0,0.0,0.0,0.0,5.0,5.0,52.0,,,,,,,,,,,,52.0,,1
B.J. Coleman,QB,Tenn-Chattanooga,6-3,233.0,4.94,,,109.0,7.07,4.38,2012,2012COLEMANB.J.TEN,2012B.J. Coleman,7.0,243.0,GNB,No,QB,0.0,24.0,2012.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Tom Compton,OT,South Dakota,6-5,314.0,5.01,30.0,20.0,108.0,7.59,4.6,2012,2012COMPTONTOMSOU,2012Tom Compton,6.0,193.0,WAS,No,T,7.0,23.0,2016.0,0.0,0.0,1.0,7.0,7.0,54.0,,,,,,,,,,,,3.0,,
Josh Cooper,WR,Oklahoma State,5-11,190.0,4.65,,11.0,,,,2012,2012COOPERJOSHOKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinton Coples,DE,North Carolina,6-6,284.0,4.69,31.5,25.0,109.0,7.57,4.78,2012,2012COPLESQUINTONNOR,2012Quinton Coples,1.0,16.0,NYJ,No,DE,21.0,22.0,2015.0,0.0,0.0,2.0,20.0,20.0,62.0,,,,,,,,,,,,75.0,,16.5
Paul Cornick,OT,North Dakota State,6-5,310.0,5.3,,25.0,,,,2012,2012CORNICKPAULNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Corp,QB,Richmond,6-3,215.0,4.61,31.5,,106.0,7.03,4.3,2012,2012CORPAARONRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Cousins,QB,Michigan State,6-3,214.0,4.84,28.5,,109.0,7.05,4.5,2012,2012COUSINSKIRKMIC,2012Kirk Cousins,4.0,102.0,WAS,No,QB,16.0,24.0,2016.0,0.0,0.0,2.0,16.0,16.0,41.0,918.0,1387.0,10736.0,67.0,37.0,61.0,153.0,6.0,,,,,,
Fletcher Cox,DT,Mississippi State,6-4,298.0,4.77,26.0,30.0,103.0,7.07,4.53,2012,2012COXFLETCHERMIS,2012Fletcher Cox,1.0,12.0,PHI,No,DT,38.0,21.0,2016.0,0.0,1.0,5.0,36.0,36.0,73.0,,,,,,,,,,,,181.0,,26
Jack Crawford,DE,Penn State,6-5,274.0,4.74,33.0,,116.0,7.15,4.25,2012,2012CRAWFORDJACKPEN,2012Jack Crawford,5.0,158.0,OAK,No,DE,4.0,24.0,2016.0,0.0,0.0,1.0,4.0,1.0,52.0,,,,,,,,,,,,37.0,,8.5
Tyrone Crawford,DE,Boise State,6-4,275.0,4.82,33.0,28.0,113.0,7.09,4.44,2012,2012CRAWFORDTYRONEBOI,2012Tyrone Crawford,3.0,81.0,DAL,No,DE,14.0,22.0,2016.0,0.0,0.0,3.0,14.0,14.0,58.0,,,,,,,,,,,,78.0,,11.5
Lennon Creer,RB,Louisiana Tech,5-11,219.0,4.67,33.5,21.0,110.0,7.26,4.4,2012,2012CREERLENNONLOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Crick,DE,Nebraska,6-4,279.0,4.91,31.0,,104.0,7.47,4.4,2012,2012CRICKJAREDNEB,2012Jared Crick,4.0,126.0,HOU,No,DE,21.0,23.0,2016.0,0.0,0.0,3.0,20.0,20.0,73.0,,,,,,,,,,,,96.0,,7.5
Juron Criner,WR,Arizona,6-2,224.0,4.66,38.0,17.0,117.0,7.15,4.3,2012,2012CRINERJURONARI,2012Juron Criner,5.0,168.0,OAK,No,WR,1.0,22.0,2013.0,0.0,0.0,0.0,1.0,1.0,13.0,,,,,,,,,19.0,183.0,1.0,,,
John Cullen,OT,Utah,6-4,297.0,5.28,27.0,23.0,102.0,7.58,4.59,2012,2012CULLENJOHNUTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.J. Cunningham,WR,Michigan State,6-1,211.0,4.52,31.5,12.0,116.0,7.1,,2012,2012CUNNINGHAMB.J.MIC,2012B.J. Cunningham,6.0,183.0,MIA,No,WR,0.0,23.0,2013.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,
Vinny Curry,DE,Marshall,6-3,266.0,4.87,32.0,,110.0,6.9,4.4,2012,2012CURRYVINNYMAR,2012Vinny Curry,2.0,59.0,PHI,No,DE,6.0,24.0,2016.0,0.0,0.0,0.0,6.0,6.0,62.0,,,,,,,,,,,,61.0,,18
Mike Daniels,DT,Iowa,6-0,291.0,4.84,,,,,,2012,2012DANIELSMIKEIOW,2012Mike Daniels,4.0,132.0,GNB,No,DT,20.0,23.0,2016.0,0.0,0.0,3.0,19.0,19.0,72.0,,,,,,,,,,,,101.0,1.0,20
Andrew Datko,OT,Florida State,6-6,315.0,5.19,29.5,,100.0,7.71,4.54,2012,2012DATKOANDREWFLO,2012Andrew Datko,7.0,241.0,GNB,No,T,0.0,22.0,2012.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Lavonte David,OLB,Nebraska,6-1,233.0,4.57,36.5,19.0,119.0,7.28,4.22,2012,2012DAVIDLAVONTENEB,2012Lavonte David,2.0,58.0,TAM,No,LB,38.0,22.0,2016.0,1.0,1.0,5.0,36.0,36.0,72.0,,,,,,,,,,,,443.0,9.0,14
Austin Davis,QB,Southern Miss,6-2,219.0,4.69,31.0,,109.0,6.73,4.11,2012,2012DAVISAUSTINSOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demario Davis,OLB,Arkansas State,6-2,235.0,4.49,38.5,32.0,124.0,7.19,4.28,2012,2012DAVISDEMARIOARK,2012Demario Davis,3.0,77.0,NYJ,No,LB,31.0,23.0,2016.0,0.0,0.0,4.0,29.0,29.0,75.0,,,,,,,,,,,,261.0,1.0,7.5
David DeCastro,OG,Stanford,6-5,316.0,5.32,29.5,34.0,98.0,7.3,4.56,2012,2012DECASTRODAVIDSTA,2012David DeCastro,1.0,24.0,PIT,No,G,30.0,22.0,2016.0,1.0,1.0,4.0,29.0,29.0,62.0,,,,,,,,,,,,2.0,,
Alfonzo Dennard,CB,Nebraska,5-10,204.0,4.48,37.0,,121.0,,,2012,2012DENNARDALFONZONEB,2012Alfonzo Dennard,7.0,224.0,NWE,No,DB,8.0,23.0,2014.0,0.0,0.0,1.0,8.0,8.0,29.0,,,,,,,,,,,,86.0,5.0,
Taylor Dever,OT,Notre Dame,6-5,298.0,5.4,28.0,18.0,100.0,7.49,4.9,2012,2012DEVERTAYLORNOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Dimke,K,Illinois,5-11,178.0,5.02,,,,,,2012,2012DIMKEDEREKILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake Dunsmore,FB,Northwestern,6-2,241.0,4.63,35.5,21.0,117.0,6.73,4.03,2012,2012DUNSMOREDRAKENOR,2012Drake Dunsmore,7.0,233.0,TAM,No,TE,0.0,23.0,2012.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Patrick Edwards,WR,Houston,5-9,172.0,4.57,,,,,,2012,2012EDWARDSPATRICKHOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Egnew,TE,Missouri,6-5,252.0,4.52,36.0,21.0,131.0,7.03,4.32,2012,2012EGNEWMICHAELMIS,2012Michael Egnew,3.0,78.0,MIA,No,TE,0.0,22.0,2013.0,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,,,,7.0,69.0,0.0,,,
Rhett Ellison,TE,USC,6-5,251.0,4.78,31.5,,109.0,,,2012,2012ELLISONRHETTUSC,2012Rhett Ellison,4.0,128.0,MIN,No,RB,5.0,23.0,2016.0,0.0,0.0,2.0,5.0,5.0,68.0,,,,,,1.0,1.0,1.0,49.0,509.0,3.0,3.0,,
Bradie Ewing,FB,Wisconsin,6-0,239.0,4.73,36.5,14.0,120.0,7.14,4.16,2012,2012EWINGBRADIEWIS,2012Bradie Ewing,5.0,157.0,ATL,No,RB,0.0,22.0,2013.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,2.0,29.0,0.0,,,
Loni Fangupo,DT,BYU,6-1,323.0,5.12,31.5,36.0,99.0,7.94,4.62,2012,2012FANGUPOLONIBYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Fenelus,CB,Wisconsin,5-8,190.0,4.57,32.0,20.0,109.0,6.8,4.2,2012,2012FENELUSANTONIOWIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coby Fleener,TE,Stanford,6-6,247.0,4.51,,27.0,,,,2012,2012FLEENERCOBYSTA,2012Coby Fleener,2.0,34.0,IND,No,TE,19.0,24.0,2016.0,0.0,0.0,4.0,18.0,18.0,70.0,,,,,,1.0,2.0,1.0,216.0,2556.0,20.0,5.0,1.0,
Darius Fleming,OLB,Notre Dame,6-2,245.0,4.71,33.5,27.0,114.0,7.03,4.28,2012,2012FLEMINGDARIUSNOT,2012Darius Fleming,5.0,165.0,SFO,No,LB,1.0,23.0,2015.0,0.0,0.0,0.0,1.0,0.0,11.0,,,,,,,,,,,,3.0,,
Jamell Fleming,CB,Oklahoma,5-11,206.0,4.43,34.0,23.0,125.0,6.71,3.97,2012,2012FLEMINGJAMELLOKL,2012Jamell Fleming,3.0,80.0,ARI,No,DB,5.0,23.0,2015.0,0.0,0.0,0.0,5.0,2.0,46.0,,,,,,,,,,,,56.0,,
Michael Floyd,WR,Notre Dame,6-3,220.0,4.4,36.5,16.0,122.0,,,2012,2012FLOYDMICHAELNOT,2012Michael Floyd,1.0,13.0,ARI,No,WR,25.0,22.0,2016.0,0.0,0.0,2.0,24.0,24.0,73.0,,,,,,1.0,2.0,0.0,235.0,3672.0,22.0,2.0,,
Nick Foles,QB,Arizona,6-5,243.0,5.14,30.5,,112.0,,,2012,2012FOLESNICKARI,2012Nick Foles,3.0,88.0,PHI,No,QB,23.0,23.0,2016.0,0.0,1.0,3.0,22.0,19.0,41.0,776.0,1285.0,9215.0,56.0,27.0,105.0,347.0,5.0,,,,2.0,,
Marcus Forston,DT,Miami (FL),6-1,301.0,5.05,28.0,35.0,105.0,7.64,4.79,2012,2012FORSTONMARCUSMIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Francis,DE,Rutgers,6-2,268.0,4.9,32.0,23.0,109.0,7.05,4.35,2012,2012FRANCISJUSTINRUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Frederick,CB,Texas A&M,5-10,187.0,4.44,35.0,16.0,121.0,6.59,4.03,2012,2012FREDERICKTERRENCETEX,2012Terrence Frederick,7.0,246.0,PIT,No,DB,1.0,22.0,2014.0,0.0,0.0,0.0,1.0,,5.0,,,,,,,,,,,,14.0,,
Jeff Fuller,WR,Texas A&M,6-4,223.0,4.53,,17.0,,,,2012,2012FULLERJEFFTEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Galippo,ILB,USC,6-1,241.0,4.73,29.5,19.0,107.0,6.9,4.1,2012,2012GALIPPOCHRISUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrance Ganaway,RB,Baylor,5-11,239.0,4.61,37.5,,119.0,7.15,4.25,2012,2012GANAWAYTERRANCEBAY,2012Terrance Ganaway,6.0,202.0,NYJ,No,RB,0.0,23.0,2012.0,0.0,0.0,0.0,0.0,,3.0,,,,,,,,,,,,,,
Garth Gerhart,C,Arizona State,6-1,305.0,5.38,30.5,25.0,96.0,7.63,4.65,2012,2012GERHARTGARTHARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Gettis,OG,Iowa,6-2,293.0,4.9,31.5,,112.0,7.99,4.65,2012,2012GETTISADAMIOW,2012Adam Gettis,5.0,141.0,WAS,No,G,1.0,23.0,2016.0,0.0,0.0,0.0,1.0,1.0,16.0,,,,,,,,,,,,,,
Stephon Gilmore,CB,South Carolina,6-0,190.0,4.38,36.0,15.0,123.0,6.61,3.94,2012,2012GILMORESTEPHONSOU,2012Stephon Gilmore,1.0,10.0,BUF,No,DB,20.0,22.0,2016.0,0.0,0.0,5.0,19.0,19.0,63.0,,,,,,,,,,,,185.0,13.0,
Chris Givens,WR,Wake Forest,5-11,198.0,4.35,33.5,19.0,118.0,6.97,4.23,2012,2012GIVENSCHRISWAK,2012Chris Givens,4.0,96.0,STL,No,WR,13.0,22.0,2015.0,0.0,0.0,2.0,12.0,11.0,60.0,,,,,,11.0,42.0,0.0,107.0,1779.0,5.0,2.0,,
Cordy Glenn,OT,Georgia,6-6,345.0,5.08,23.5,31.0,93.0,8.13,5.0,2012,2012GLENNCORDYGEO,2012Cordy Glenn,2.0,41.0,BUF,No,G,29.0,23.0,2016.0,0.0,0.0,4.0,27.0,27.0,69.0,,,,,,,,,,,,1.0,,
Najee Goode,ILB,West Virginia,6-0,244.0,4.55,35.5,,117.0,,,2012,2012GOODENAJEEWES,2012Najee Goode,5.0,140.0,TAM,No,LB,3.0,22.0,2016.0,0.0,0.0,0.0,3.0,0.0,42.0,,,,,,,,,,,,20.0,,1
T.J. Graham,WR,North Carolina State,5-11,188.0,4.34,33.5,8.0,120.0,6.77,4.18,2012,2012GRAHAMT.J.NOR,2012T.J. Graham,3.0,69.0,BUF,No,WR,0.0,23.0,2015.0,0.0,0.0,1.0,7.0,6.0,47.0,,,,,,5.0,19.0,0.0,61.0,794.0,4.0,11.0,,
Cyrus Gray,RB,Texas A&M,5-10,206.0,4.4,32.5,21.0,114.0,7.17,,2012,2012GRAYCYRUSTEX,2012Cyrus Gray,6.0,182.0,KAN,No,RB,1.0,22.0,2014.0,0.0,0.0,0.0,1.0,1.0,35.0,,,,,,24.0,99.0,1.0,9.0,64.0,0.0,9.0,,
Jonas Gray,RB,Notre Dame,5-10,223.0,4.58,,20.0,,,,2012,2012GRAYJONASNOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladarius Green,TE,Louisiana-Lafayette,6-6,238.0,4.45,34.5,16.0,124.0,7.12,4.47,2012,2012GREENLADARIUSLOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Griffin,QB,Baylor,6-2,223.0,4.33,39.0,,120.0,,,2012,2012GRIFFINROBERTBAY,2012Robert Griffin,1.0,2.0,WAS,No,QB,33.0,22.0,2016.0,0.0,1.0,2.0,32.0,32.0,38.0,691.0,1089.0,8287.0,40.0,24.0,249.0,1517.0,8.0,0.0,0.0,0.0,2.0,,
Winston Guy,S,Kentucky,6-1,218.0,4.62,,,,,,2012,2012GUYWINSTONKEN,2012Winston Guy,6.0,181.0,SEA,No,DB,3.0,22.0,2016.0,0.0,0.0,0.0,3.0,0.0,37.0,,,,,,,,,,,,35.0,,2
Trevor Guyton,DE,California,6-3,285.0,5.01,31.0,,105.0,7.45,4.53,2012,2012GUYTONTREVORCAL,2012Trevor Guyton,7.0,219.0,MIN,No,DE,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Dominique Hamilton,DT,Missouri,6-5,313.0,5.45,,31.0,,7.82,4.78,2012,2012HAMILTONDOMINIQUEMIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewel Hampton,RB,Southern Illinois,5-9,218.0,4.56,,26.0,,,,2012,2012HAMPTONJEWELSOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Hanks,WR,Alabama,6-0,184.0,4.52,34.0,11.0,117.0,,,2012,2012HANKSDARIUSALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Hanna,TE,Oklahoma,6-4,252.0,4.43,36.0,24.0,122.0,6.76,4.11,2012,2012HANNAJAMESOKL,2012James Hanna,6.0,186.0,DAL,No,TE,3.0,23.0,2015.0,0.0,0.0,2.0,3.0,3.0,62.0,,,,,,,,,33.0,286.0,0.0,10.0,,
Cory Harkey,TE,UCLA,6-4,260.0,5.06,26.5,13.0,109.0,7.4,4.69,2012,2012HARKEYCORYUCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler Harnish,QB,Northern Illinois,6-2,219.0,4.68,32.5,,112.0,6.78,4.15,2012,2012HARNISHCHANDLERNOR,2012Chandler Harnish,7.0,253.0,IND,No,QB,0.0,24.0,2012.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jacory Harris,QB,Miami (FL),6-3,203.0,4.65,37.0,,113.0,7.1,4.4,2012,2012HARRISJACORYMIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cliff Harris,CB,Oregon,5-11,175.0,4.61,36.0,14.0,118.0,6.79,4.19,2012,2012HARRISCLIFFORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaJohn Harris,DT,USC,6-3,306.0,4.97,,,,,,2012,2012HARRISDAJOHNUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Harris,LS,Auburn,6-1,252.0,4.82,,15.0,,,,2012,2012HARRISJOSHAUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Harris,CB,Florida State,5-10,188.0,4.52,36.0,,117.0,6.81,4.07,2012,2012HARRISMIKEFLO,2012Mike Harris,6.0,176.0,JAX,No,DB,9.0,23.0,2014.0,0.0,0.0,0.0,9.0,8.0,36.0,,,,,,,,,,,,94.0,2.0,2
Casey Hayward,CB,Vanderbilt,5-11,192.0,4.47,34.0,19.0,119.0,6.76,3.9,2012,2012HAYWARDCASEYVAN,2012Casey Hayward,2.0,62.0,GNB,No,DB,10.0,23.0,2016.0,0.0,0.0,0.0,10.0,10.0,61.0,,,,,,,,,,,,170.0,14.0,
Junior Hemingway,WR,Michigan,6-1,225.0,4.48,35.5,21.0,124.0,6.59,3.98,2012,2012HEMINGWAYJUNIORMIC,2012Junior Hemingway,7.0,238.0,KAN,No,WR,2.0,23.0,2014.0,0.0,0.0,0.0,2.0,2.0,31.0,,,,,,,,,25.0,233.0,2.0,13.0,,
Dan Herron,RB,Ohio State,5-10,213.0,4.57,35.0,22.0,117.0,6.97,4.04,2012,2012HERRONDANOHI,2012Dan Herron,6.0,191.0,CIN,No,RB,5.0,23.0,2015.0,0.0,0.0,0.0,5.0,0.0,35.0,,,,,,112.0,468.0,1.0,31.0,277.0,0.0,7.0,,
Dont'a Hightower,ILB,Alabama,6-2,265.0,4.62,32.0,,,,,2012,2012HIGHTOWERDONT'AALA,2012Dont'a Hightower,1.0,25.0,NWE,No,LB,28.0,22.0,2016.0,0.0,0.0,4.0,26.0,26.0,62.0,,,,,,,,,,,,245.0,,17
Stephen Hill,WR,Georgia Tech,6-4,215.0,4.36,39.5,14.0,133.0,6.88,4.48,2012,2012HILLSTEPHENGEO,2012Stephen Hill,2.0,43.0,NYJ,No,WR,4.0,21.0,2013.0,0.0,0.0,2.0,4.0,4.0,23.0,,,,,,,,,45.0,594.0,4.0,1.0,,
Ronnie Hillman,RB,San Diego State,5-9,200.0,4.42,37.0,17.0,,,,2012,2012HILLMANRONNIESAN,2012Ronnie Hillman,3.0,67.0,DEN,No,RB,16.0,21.0,2016.0,0.0,0.0,1.0,15.0,15.0,53.0,,,,,,470.0,1892.0,12.0,71.0,474.0,1.0,1.0,,
T.Y. Hilton,WR,Florida International,5-9,183.0,4.34,,,,,,2012,2012HILTONT.Y.FLO,2012T.Y. Hilton,3.0,92.0,IND,No,WR,0.0,22.0,2016.0,0.0,2.0,4.0,36.0,36.0,73.0,0.0,1.0,0.0,0.0,0.0,9.0,55.0,0.0,343.0,5355.0,29.0,4.0,,
Lamar Holmes,OT,Southern Miss,6-5,323.0,5.29,27.0,22.0,104.0,7.74,4.8,2012,2012HOLMESLAMARSOU,2012Lamar Holmes,3.0,91.0,ATL,No,T,10.0,23.0,2014.0,0.0,0.0,1.0,10.0,10.0,21.0,,,,,,,,,,,,3.0,,
Jayron Hosley,CB,Virginia Tech,5-10,178.0,4.38,,11.0,,,,2012,2012HOSLEYJAYRONVIR,2012Jayron Hosley,3.0,94.0,NYG,No,DB,7.0,22.0,2015.0,0.0,0.0,0.0,7.0,7.0,43.0,,,,,,,,,,,,62.0,2.0,
Jaye Howard,DT,Florida,6-3,301.0,4.78,27.5,24.0,106.0,7.32,4.47,2012,2012HOWARDJAYEFLO,2012Jaye Howard,4.0,114.0,SEA,No,DT,15.0,23.0,2016.0,0.0,0.0,2.0,15.0,0.0,45.0,,,,,,,,,,,,87.0,,7.5
Delano Howell,S,Stanford,5-11,210.0,4.61,33.0,21.0,120.0,6.97,4.15,2012,2012HOWELLDELANOSTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Hughes,DT,Cincinnati,6-2,309.0,5.32,,28.0,,,,2012,2012HUGHESJOHNCIN,2012John Hughes,3.0,87.0,CLE,No,DT,9.0,24.0,2016.0,0.0,0.0,0.0,8.0,8.0,57.0,,,,,,,,,,,,57.0,,5.5
Emil Igwenagu,FB,Massachusetts,6-1,249.0,4.7,34.5,19.0,121.0,7.32,4.4,2012,2012IGWENAGUEMILMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke Ihenacho,S,San Jose State,6-0,213.0,4.67,35.0,20.0,122.0,6.78,4.22,2012,2012IHENACHODUKESAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Iloka,S,Boise State,6-4,225.0,4.6,34.5,20.0,124.0,7.03,4.03,2012,2012ILOKAGEORGEBOI,2012George Iloka,5.0,167.0,CIN,No,DB,18.0,22.0,2016.0,0.0,0.0,4.0,17.0,17.0,61.0,,,,,,,,,,,,161.0,7.0,
Melvin Ingram,OLB,South Carolina,6-1,264.0,4.69,34.5,28.0,109.0,6.83,4.18,2012,2012INGRAMMELVINSOU,2012Melvin Ingram,1.0,18.0,SDG,No,DE,15.0,23.0,2016.0,0.0,0.0,3.0,14.0,14.0,55.0,,,,,,,,,,,,128.0,,22.5
Bruce Irvin,OLB,West Virginia,6-3,245.0,4.41,33.5,23.0,123.0,6.7,4.03,2012,2012IRVINBRUCEWES,2012Bruce Irvin,1.0,15.0,SEA,No,DE,25.0,24.0,2016.0,0.0,0.0,4.0,24.0,24.0,68.0,,,,,,,,,,,,124.0,3.0,25
Janzen Jackson,S,McNeese State,5-11,188.0,4.6,36.5,9.0,125.0,6.9,4.15,2012,2012JACKSONJANZENMCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asa Jackson,CB,Cal Poly,5-10,191.0,4.48,34.5,19.0,118.0,6.97,4.03,2012,2012JACKSONASACAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerrell Jackson,WR,Missouri,6-0,196.0,4.5,41.0,22.0,127.0,6.82,4.11,2012,2012JACKSONJERRELLMIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Jackson,DE,Tennessee,6-5,284.0,4.85,28.0,25.0,105.0,7.38,4.41,2012,2012JACKSONMALIKTEN,2012Malik Jackson,5.0,137.0,DEN,No,DT,17.0,22.0,2016.0,0.0,0.0,2.0,16.0,16.0,72.0,,,,,,,,,,,,124.0,,17
LaMichael James,RB,Oregon,5-8,194.0,4.35,35.0,15.0,123.0,6.88,4.12,2012,2012JAMESLAMICHAELORE,2012LaMichael James,2.0,61.0,SFO,No,RB,2.0,22.0,2015.0,0.0,0.0,0.0,2.0,2.0,18.0,,,,,,44.0,193.0,0.0,5.0,45.0,0.0,,,
Jamaar Jarrett,DE,Arizona State,6-5,265.0,4.96,30.0,21.0,114.0,,4.34,2012,2012JARRETTJAMAARARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Jefferson,QB,LSU,6-4,223.0,4.58,36.5,14.0,116.0,6.81,4.06,2012,2012JEFFERSONJORDANLSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alshon Jeffery,WR,South Carolina,6-3,216.0,4.48,,,,,,2012,2012JEFFERYALSHONSOU,2012Alshon Jeffery,2.0,45.0,CHI,No,WR,33.0,22.0,2016.0,0.0,1.0,3.0,31.0,31.0,60.0,,,,,,22.0,138.0,0.0,292.0,4358.0,25.0,5.0,,
A.J. Jenkins,WR,Illinois,6-0,190.0,4.37,38.5,12.0,124.0,,,2012,2012JENKINSA.J.ILL,2012A.J. Jenkins,1.0,30.0,SFO,No,WR,0.0,23.0,2014.0,0.0,0.0,0.0,2.0,0.0,28.0,,,,,,4.0,4.0,0.0,17.0,223.0,0.0,,,
Janoris Jenkins,CB,Florida,5-10,193.0,4.41,33.5,,121.0,6.95,4.13,2012,2012JENKINSJANORISFLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Johnson,DE,Virginia,6-3,268.0,4.75,35.0,,105.0,7.2,4.38,2012,2012JOHNSONCAMVIR,2012Cam Johnson,7.0,237.0,SFO,No,DE,1.0,22.0,2016.0,0.0,0.0,0.0,1.0,0.0,24.0,,,,,,,,,,,,20.0,,2
James-Michael Johnson,ILB,Nevada,6-1,241.0,4.6,37.0,23.0,124.0,7.34,4.37,2012,2012JOHNSONJAMES-MICHAELNEV,2012James-Michael Johnson,4.0,120.0,CLE,No,LB,11.0,23.0,2015.0,0.0,0.0,2.0,11.0,4.0,47.0,,,,,,,,,,,,77.0,,1
Leonard Johnson,CB,Iowa State,5-10,196.0,4.62,32.0,15.0,120.0,6.96,4.15,2012,2012JOHNSONLEONARDIOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rishaw Johnson,OG,California (PA),6-3,313.0,5.12,31.5,22.0,108.0,7.87,4.53,2012,2012JOHNSONRISHAWCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Johnson,OLB,Kansas,6-0,239.0,4.71,36.0,16.0,113.0,7.32,4.38,2012,2012JOHNSONSTEVENKAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trumaine Johnson,CB,Montana,6-2,204.0,4.5,35.5,19.0,122.0,7.2,4.15,2012,2012JOHNSONTRUMAINEMON,2012Trumaine Johnson,3.0,65.0,STL,No,DB,18.0,22.0,2016.0,0.0,0.0,2.0,17.0,17.0,63.0,,,,,,,,,,,,208.0,16.0,
Jeremy Jones,CB,Wayne State (MI),5-9,197.0,4.56,31.5,20.0,116.0,7.14,4.18,2012,2012JONESJEREMYWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Jones,C,Georgia,6-3,303.0,5.35,30.5,29.0,105.0,7.95,4.74,2012,2012JONESBENGEO,2012Ben Jones,4.0,99.0,HOU,No,C,19.0,23.0,2016.0,0.0,0.0,4.0,18.0,18.0,75.0,,,,,,,,,,,,3.0,,
Chandler Jones,DE,Syracuse,6-5,266.0,4.77,35.0,22.0,120.0,7.07,4.38,2012,2012JONESCHANDLERSYR,2012Chandler Jones,1.0,21.0,NWE,No,DE,33.0,22.0,2016.0,0.0,1.0,5.0,31.0,31.0,65.0,,,,,,,,,,,,160.0,1.0,44
Dwight Jones,WR,North Carolina,6-3,230.0,4.51,33.0,14.0,109.0,,,2012,2012JONESDWIGHTNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Jones,WR,California,6-2,199.0,4.46,33.0,22.0,112.0,6.81,4.11,2012,2012JONESMARVINCAL,2012Marvin Jones,5.0,166.0,CIN,No,WR,18.0,22.0,2016.0,0.0,0.0,2.0,17.0,17.0,54.0,,,,,,17.0,148.0,0.0,176.0,2459.0,19.0,5.0,,
