player_name,position,school,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,year,player_id,column_a,draft_round,draft_pick,tm,hof,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk
William Bartee,CB,Oklahoma,6-1,192.0,4.43,38.5,,124.0,6.7,3.99,2000,2000BARTEEWILLIAMOKL,2000William Bartee,2.0,54.0,KAN,No,DB,13.0,23.0,2005.0,0.0,0.0,2.0,13.0,13.0,87.0,,,,,,,,,,,,206.0,,3.5
Terrance Beadles,OG,Ark-Pine Bluff,6-3,312.0,5.19,,29.0,,,,2000,2000BEADLESTERRANCEARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Bean,CB,Mississippi State,5-11,178.0,4.5,34.5,,122.0,6.87,4.2,2000,2000BEANROBERTMIS,2000Robert Bean,5.0,133.0,CIN,No,DB,5.0,22.0,2002.0,0.0,0.0,0.0,5.0,5.0,32.0,,,,,,,,,,,,60.0,1.0,
Anthony Becht,TE,West Virginia,6-6,270.0,4.78,33.5,,123.0,6.94,4.08,2000,2000BECHTANTHONYWES,2000Anthony Becht,1.0,27.0,NYJ,No,TE,11.0,23.0,2011.0,0.0,0.0,8.0,12.0,10.0,167.0,,,,,,,,,188.0,1537.0,21.0,17.0,,
Matt Beck,ILB,California,6-3,234.0,4.65,,,,,,2000,2000BECKMATTCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers Beckett,S,Marshall,6-1,207.0,4.62,39.5,15.0,119.0,6.48,4.29,2000,2000BECKETTROGERSMAR,2000Rogers Beckett,2.0,43.0,SDG,No,DB,18.0,23.0,2004.0,0.0,0.0,3.0,17.0,11.0,71.0,,,,,,,,,,,,216.0,4.0,4
Brad Bedell,OG,Colorado,6-4,302.0,5.07,31.5,17.0,103.0,7.76,4.58,2000,2000BEDELLBRADCOL,2000Brad Bedell,6.0,206.0,CLE,No,T,2.0,23.0,2006.0,0.0,0.0,0.0,3.0,2.0,40.0,,,,,,,,,,,,,,
Marcus Bell,ILB,Arizona,6-2,237.0,4.78,31.5,21.0,111.0,7.17,4.33,2000,2000BELLMARCUSARI,2000Marcus Bell,4.0,116.0,SEA,No,LB,7.0,23.0,2002.0,0.0,0.0,1.0,7.0,7.0,45.0,,,,,,,,,,,,94.0,1.0,2
Gary Berry,S,Ohio State,5-11,204.0,4.55,,,,,,2000,2000BERRYGARYOHI,2000Gary Berry,4.0,126.0,GNB,No,DB,0.0,22.0,2000.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,
Michael Boireau,DE,Miami (FL),6-4,274.0,5.09,29.0,26.0,105.0,7.68,4.49,2000,2000BOIREAUMICHAELMIA,2000Michael Boireau,2.0,56.0,MIN,No,DE,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Matt Bowen,S,Iowa,6-1,201.0,4.49,33.0,12.0,115.0,7.06,4.09,2000,2000BOWENMATTIOW,2000Matt Bowen,6.0,198.0,STL,No,DB,13.0,23.0,2006.0,0.0,0.0,1.0,13.0,1.0,77.0,,,,,,,,,,,,164.0,4.0,2
Carl Bradley,DT,Virginia Tech,6-2,300.0,5.03,,,,,,2000,2000BRADLEYCARLVIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Brady,QB,Michigan,6-4,211.0,5.28,24.5,,99.0,7.2,4.38,2000,2000BRADYTOMMIC,2000Tom Brady,6.0,199.0,NWE,No,QB,51.0,23.0,2016.0,2.0,11.0,14.0,160.0,160.0,231.0,5098.0,7998.0,59943.0,444.0,151.0,523.0,939.0,17.0,2.0,59.0,0.0,9.0,,
Robert Brannon,DT,Iowa State,6-4,309.0,5.19,28.5,28.0,99.0,7.82,4.7,2000,2000BRANNONROBERTIOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Brown,RB,UCLA,5-11,216.0,4.66,30.0,,117.0,6.64,4.08,2000,2000BROWNKEITHUCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demario Brown,RB,Utah State,6-0,217.0,4.72,31.0,,107.0,7.17,4.39,2000,2000BROWNDEMARIOUTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtney Brown,DE,Penn State,6-5,269.0,4.78,,,,,,2000,2000BROWNCOURTNEYPEN,2000Courtney Brown,1.0,1.0,CLE,No,DE,24.0,22.0,2005.0,0.0,0.0,4.0,28.0,21.0,61.0,,,,,,,,,,,,155.0,,19
Mike Brown,S,Nebraska,5-10,204.0,4.59,36.0,14.0,116.0,6.93,4.01,2000,2000BROWNMIKENEB,2000Mike Brown,2.0,39.0,CHI,No,DB,38.0,22.0,2009.0,1.0,1.0,7.0,57.0,51.0,116.0,,,,,,,,,,,,500.0,20.0,7
Ralph Brown,CB,Nebraska,5-10,185.0,4.55,,10.0,,,,2000,2000BROWNRALPHNEB,2000Ralph Brown,5.0,140.0,NYG,No,DB,8.0,22.0,2009.0,0.0,0.0,0.0,13.0,7.0,129.0,,,,,,,,,,,,191.0,6.0,1
Travis Brown,QB,Northern Arizona,6-3,218.0,5.01,29.0,,101.0,7.54,4.87,2000,2000BROWNTRAVISNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamont Bryant,DE,Notre Dame,6-3,260.0,4.91,,17.0,,,,2000,2000BRYANTLAMONTNOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Bulger,QB,West Virginia,6-2,208.0,4.97,,,100.0,7.46,4.34,2000,2000BULGERMARCWES,2000Marc Bulger,6.0,168.0,NOR,No,QB,53.0,23.0,2009.0,0.0,2.0,7.0,57.0,,96.0,1969.0,3171.0,22814.0,122.0,93.0,118.0,300.0,8.0,4.0,21.0,0.0,5.0,,
Keith Bulluck,OLB,Syracuse,6-3,244.0,4.47,38.0,,119.0,7.33,4.13,2000,2000BULLUCKKEITHSYR,2000Keith Bulluck,1.0,30.0,TEN,No,LB,45.0,23.0,2010.0,1.0,1.0,9.0,73.0,70.0,170.0,,,,,,,,,,,,791.0,21.0,18
Bill Burke,QB,Michigan State,6-4,206.0,5.03,28.5,,107.0,7.46,4.42,2000,2000BURKEBILLMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plaxico Burress,WR,Michigan State,6-5,231.0,4.59,33.0,,115.0,,,2000,2000BURRESSPLAXICOMIC,2000Plaxico Burress,1.0,8.0,PIT,No,WR,39.0,23.0,2012.0,0.0,0.0,9.0,69.0,31.0,148.0,,,,,,1.0,-7.0,0.0,553.0,8499.0,64.0,13.0,,
David Byrd,CB,Syracuse,5-11,202.0,4.53,36.0,14.0,117.0,7.18,4.39,2000,2000BYRDDAVIDSYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trung Canidate,RB,Arizona,5-11,193.0,4.41,,18.0,,,,2000,2000CANIDATETRUNGARI,2000Trung Canidate,1.0,31.0,STL,No,RB,11.0,23.0,2003.0,0.0,0.0,1.0,11.0,6.0,46.0,,,,,,240.0,1095.0,7.0,32.0,260.0,1.0,11.0,,
Cooper Carlisle,OG,Florida,6-5,297.0,5.16,31.0,28.0,100.0,7.82,4.48,2000,2000CARLISLECOOPERFLO,2000Cooper Carlisle,4.0,112.0,DEN,No,G,7.0,23.0,2012.0,0.0,0.0,8.0,53.0,21.0,190.0,,,,,,,,,1.0,6.0,1.0,4.0,,
Giovanni Carmazzi,QB,Hofstra,6-3,224.0,4.74,36.5,,119.0,6.94,4.23,2000,2000CARMAZZIGIOVANNIHOF,2000Giovanni Carmazzi,3.0,65.0,SFO,No,QB,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Leonardo Carson,DE,Auburn,6-1,283.0,5.06,28.0,22.0,106.0,7.82,4.75,2000,2000CARSONLEONARDOAUB,2000Leonardo Carson,4.0,113.0,SDG,No,DT,18.0,23.0,2004.0,0.0,0.0,2.0,17.0,10.0,64.0,,,,,,,,,,,,92.0,,8.5
Tyrone Carter,S,Minnesota,5-8,190.0,4.5,41.0,16.0,121.0,6.75,4.19,2000,2000CARTERTYRONEMIN,2000Tyrone Carter,4.0,118.0,MIN,No,DB,14.0,24.0,2010.0,0.0,0.0,2.0,26.0,6.0,158.0,,,,,,,,,,,,362.0,9.0,5.5
Kwame Cavil,WR,Texas,6-2,208.0,4.54,39.5,,118.0,,,2000,2000CAVILKWAMETEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Chaloupka,QB,SMU,6-2,216.0,4.96,,,,,,2000,2000CHALOUPKACHRISSMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Chapman,RB,Marshall,5-10,215.0,4.56,38.5,16.0,128.0,6.84,4.2,2000,2000CHAPMANDOUGMAR,2000Doug Chapman,3.0,88.0,MIN,No,RB,3.0,23.0,2003.0,0.0,0.0,0.0,3.0,3.0,26.0,,,,,,90.0,317.0,0.0,17.0,143.0,1.0,2.0,,
Ike Charlton,CB,Virginia Tech,5-11,205.0,4.47,,16.0,126.0,,,2000,2000CHARLTONIKEVIR,2000Ike Charlton,2.0,52.0,SEA,No,DB,5.0,22.0,2003.0,0.0,0.0,0.0,5.0,3.0,53.0,,,,,,,,,,,,72.0,2.0,2
Chrys Chukwuma,RB,Arkansas,6-1,232.0,4.56,,,115.0,,,2000,2000CHUKWUMACHRYSARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Chustz,OT,Louisiana Tech,6-7,304.0,5.08,31.0,28.0,103.0,7.65,4.65,2000,2000CHUSTZJOEYLOU,2000Joey Chustz,4.0,123.0,JAX,No,T,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Pedro Cirino,S,Boston Col.,5-11,197.0,4.59,,,,,,2000,2000CIRINOPEDROBOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Saint Clair,C,Virginia,6-5,302.0,5.2,,25.0,,,,2000,2000SAINTJOHNVIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Clancy,DT,Mississippi,6-1,283.0,5.25,27.5,25.0,108.0,7.98,4.65,2000,2000CLANCYKENDRICKMIS,2000Kendrick Clancy,3.0,72.0,PIT,No,DT,6.0,22.0,2009.0,0.0,0.0,3.0,23.0,5.0,109.0,,,,,,,,,,,,114.0,1.0,5.5
Travis Claridge,OG,USC,6-5,303.0,5.15,31.5,29.0,100.0,7.77,4.86,2000,2000CLARIDGETRAVISUSC,2000Travis Claridge,2.0,37.0,ATL,No,G,24.0,22.0,2003.0,0.0,0.0,3.0,23.0,23.0,52.0,,,,,,,,,,,,,,
Danny Clark,ILB,Illinois,6-2,245.0,4.75,,20.0,,,,2000,2000CLARKDANNYILL,2000Danny Clark,7.0,245.0,JAX,No,LB,22.0,23.0,2010.0,0.0,0.0,8.0,40.0,13.0,168.0,,,,,,,,,,,,492.0,2.0,7
Chad Clifton,OT,Tennessee,6-5,334.0,5.05,30.5,24.0,102.0,7.58,4.73,2000,2000CLIFTONCHADTEN,2000Chad Clifton,2.0,44.0,GNB,No,T,34.0,24.0,2011.0,0.0,2.0,10.0,72.0,72.0,165.0,,,,,,,,,,,,2.0,,
Chris Cole,WR,Texas A&M,6-0,191.0,4.37,37.5,,125.0,6.76,4.09,2000,2000COLECHRISTEX,2000Chris Cole,3.0,70.0,DEN,No,WR,1.0,22.0,2003.0,0.0,0.0,0.0,1.0,1.0,35.0,,,,,,2.0,8.0,0.0,12.0,164.0,0.0,9.0,,
Chris Coleman,WR,North Carolina State,6-0,211.0,4.61,32.5,,110.0,6.79,4.1,2000,2000COLEMANCHRISNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosey Coleman,OG,Tennessee,6-4,322.0,5.4,28.0,,101.0,8.15,4.97,2000,2000COLEMANCOSEYTEN,2000Cosey Coleman,2.0,51.0,TAM,No,G,28.0,21.0,2006.0,0.0,0.0,6.0,34.0,25.0,100.0,,,,,,,,,1.0,5.0,0.0,,,
Laveranues Coles,WR,Florida State,5-11,192.0,4.41,34.0,,115.0,6.89,4.39,2000,2000COLESLAVERANUESFLO,2000Laveranues Coles,3.0,78.0,NYJ,No,WR,44.0,22.0,2009.0,0.0,1.0,9.0,66.0,48.0,153.0,,,,,,37.0,231.0,0.0,674.0,8609.0,49.0,30.0,,
Chris Combs,DT,Duke,6-5,286.0,5.16,,22.0,,,,2000,2000COMBSCHRISDUK,2000Chris Combs,6.0,173.0,PIT,No,DE,1.0,23.0,2002.0,0.0,0.0,0.0,1.0,1.0,10.0,,,,,,,,,,,,4.0,,
Kurth Connell,OT,Washington,6-4,291.0,5.49,33.0,27.0,103.0,8.14,4.84,2000,2000CONNELLKURTHWAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rameel Connor,DE,Illinois,6-3,276.0,5.0,35.5,25.0,121.0,7.65,4.45,2000,2000CONNORRAMEELILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Cooper,DT,Arkansas,6-3,277.0,5.22,28.0,,108.0,7.41,4.49,2000,2000COOPERD.J.ARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Cooper,S,Mississippi State,5-10,208.0,4.67,,16.0,117.0,,,2000,2000COOPERASHLEYMIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renard Cox,CB,Maryland,5-11,192.0,4.68,38.0,13.0,111.0,7.1,,2000,2000COXRENARDMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey Crawford,TE,Virginia,6-6,244.0,4.83,,18.0,,,,2000,2000CRAWFORDCASEYVIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedrick Curry,CB,Texas A&M,6-1,197.0,4.44,39.0,,125.0,6.34,3.94,2000,2000CURRYSEDRICKTEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Daniels,WR,Purdue,6-3,217.0,4.74,33.0,,115.0,7.2,4.24,2000,2000DANIELSCHRISPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Daniels,WR,Oklahoma,5-10,211.0,4.54,,,,,,2000,2000DANIELSBRANDONOKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Dean Davenport,TE,Arkansas,6-7,268.0,5.06,30.0,13.0,108.0,7.33,4.67,2000,2000DEANJOEARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Davis,RB,Iowa State,5-8,189.0,4.81,32.0,13.0,109.0,7.04,4.47,2000,2000DAVISDARRENIOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Davis,OG,Oklahoma State,6-4,309.0,5.66,26.0,,92.0,8.51,5.0,2000,2000DAVISADAMOKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaJuan Dawson,WR,Tulane,6-1,199.0,4.55,34.0,,117.0,6.96,4.16,2000,2000DAWSONJAJUANTUL,2000JaJuan Dawson,3.0,79.0,CLE,No,WR,5.0,22.0,2002.0,0.0,0.0,0.0,5.0,3.0,30.0,,,,,,,,,52.0,664.0,2.0,3.0,,
Ron Dayne,RB,Wisconsin,5-11,259.0,4.65,,,,,,2000,2000DAYNERONWIS,2000Ron Dayne,1.0,11.0,NYG,No,RB,12.0,22.0,2007.0,0.0,0.0,1.0,22.0,10.0,96.0,,,,,,983.0,3722.0,28.0,57.0,340.0,0.0,7.0,,
Jerry DeLoach,DT,California,6-3,314.0,4.99,31.5,19.0,101.0,7.4,4.57,2000,2000DELOACHJERRYCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Derouselle,DT,Houston,6-2,314.0,5.28,27.5,27.0,96.0,7.67,4.8,2000,2000DEROUSELLEMIKEHOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na'il Diggs,OLB,Ohio State,6-4,231.0,4.66,,,,,,2000,2000DIGGSNA'ILOHI,2000Na'il Diggs,4.0,98.0,GNB,No,LB,39.0,22.0,2011.0,0.0,0.0,9.0,56.0,36.0,170.0,,,,,,,,,,,,539.0,5.0,11.5
Reuben Droughns,RB,Oregon,5-11,215.0,4.66,30.0,13.0,115.0,7.34,4.41,2000,2000DROUGHNSREUBENORE,2000Reuben Droughns,3.0,81.0,DET,No,RB,23.0,22.0,2008.0,0.0,0.0,3.0,27.0,1.0,114.0,,,,,,929.0,3602.0,19.0,123.0,989.0,6.0,56.0,,
Ron Dugans,WR,Florida State,6-1,206.0,4.58,,,117.0,,,2000,2000DUGANSRONFLO,2000Ron Dugans,3.0,66.0,CIN,No,WR,6.0,23.0,2002.0,0.0,0.0,0.0,6.0,6.0,46.0,,,,,,,,,89.0,797.0,3.0,29.0,,
Deon Dyer,FB,North Carolina,5-11,260.0,4.99,28.0,,104.0,7.88,4.81,2000,2000DYERDEONNOR,2000Deon Dyer,4.0,117.0,MIA,No,FB,0.0,22.0,2002.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,2.0,14.0,0.0,2.0,,
Chris Edwards,OLB,Georgia Tech,6-5,226.0,4.65,,,,,,2000,2000EDWARDSCHRISGEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Edwards,CB,Florida State,6-0,191.0,4.46,,,120.0,,,2000,2000EDWARDSMARIOFLO,2000Mario Edwards,6.0,180.0,DAL,No,DB,24.0,24.0,2004.0,0.0,0.0,3.0,22.0,21.0,73.0,,,,,,,,,,,,157.0,4.0,
Shaun Ellis,DE,Tennessee,6-4,280.0,4.85,,,,,,2000,2000ELLISSHAUNTEN,2000Shaun Ellis,1.0,12.0,NYJ,No,DE,38.0,23.0,2011.0,0.0,2.0,11.0,75.0,73.0,184.0,,,,,,,,,,,,388.0,1.0,73.5
John Engelberger,DE,Virginia Tech,6-4,260.0,4.73,34.0,24.0,115.0,6.95,4.28,2000,2000ENGELBERGERJOHNVIR,2000John Engelberger,2.0,35.0,SFO,No,DE,25.0,23.0,2008.0,0.0,0.0,5.0,32.0,23.0,139.0,,,,,,,,,,,,201.0,,20.5
Dwan Epps,ILB,Texas Southern,6-1,242.0,4.68,34.5,8.0,,,,2000,2000EPPSDWANTEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Farmer,WR,Air Force,6-0,190.0,4.51,33.0,,108.0,6.63,3.94,2000,2000FARMERMATTAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Farmer,WR,UCLA,6-3,217.0,4.58,,,,,,2000,2000FARMERDANNYUCL,2000Danny Farmer,4.0,103.0,PIT,No,WR,5.0,23.0,2002.0,0.0,0.0,0.0,5.0,,33.0,,,,,,,,,43.0,611.0,1.0,2.0,,
Kevin Feterik,QB,BYU,5-11,207.0,4.92,31.0,,106.0,7.3,4.45,2000,2000FETERIKKEVINBYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chafie Fields,WR,Penn State,6-1,196.0,4.43,,,,,,2000,2000FIELDSCHAFIEPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Fields,DE,Troy,6-4,243.0,4.76,34.0,22.0,115.0,7.51,4.56,2000,2000FIELDSAARONTRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeron Flemister,TE,Iowa,6-4,249.0,4.72,37.0,14.0,116.0,6.92,4.16,2000,2000FLEMISTERZERONIOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Flowers,DE,Arizona State,6-4,271.0,4.75,33.0,24.0,114.0,7.21,4.15,2000,2000FLOWERSERIKARI,2000Erik Flowers,1.0,26.0,BUF,No,DE,6.0,22.0,2004.0,0.0,0.0,0.0,6.0,4.0,58.0,,,,,,,,,,,,38.0,1.0,5
Derrick Foster,RB,Texas A&M-Kingsville,5-11,201.0,4.43,34.5,19.0,117.0,6.84,4.36,2000,2000FOSTERDERRICKTEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Foster,WR,LSU,5-10,198.0,4.55,37.0,,121.0,6.88,4.06,2000,2000FOSTERLARRYLSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Frank,DE,Utah,6-4,280.0,4.78,37.0,32.0,117.0,7.07,4.27,2000,2000FRANKJOHNUTA,2000John Frank,6.0,178.0,PHI,No,DE,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Bubba Franks,TE,Miami (FL),6-6,265.0,4.85,,,,,,2000,2000FRANKSBUBBAMIA,2000Bubba Franks,1.0,14.0,GNB,No,TE,16.0,22.0,2008.0,0.0,3.0,6.0,19.0,18.0,122.0,1.0,1.0,31.0,1.0,0.0,,,,262.0,2347.0,32.0,16.0,,
Todd Franz,S,Tulsa,6-1,199.0,4.55,,14.0,,,,2000,2000FRANZTODDTUL,2000Todd Franz,5.0,145.0,DET,No,DB,3.0,24.0,2005.0,0.0,0.0,0.0,3.0,,46.0,,,,,,,,,,,,40.0,1.0,
Arturo Freeman,S,South Carolina,6-0,188.0,4.5,35.5,14.0,124.0,6.91,4.38,2000,2000FREEMANARTUROSOU,2000Arturo Freeman,5.0,152.0,MIA,No,DB,15.0,23.0,2005.0,0.0,0.0,2.0,14.0,14.0,74.0,,,,,,,,,,,,139.0,5.0,3.5
Byron Frisch,DE,BYU,6-4,281.0,4.73,34.5,31.0,114.0,7.2,4.41,2000,2000FRISCHBYRONBYU,2000Byron Frisch,3.0,93.0,TEN,No,DE,2.0,23.0,2002.0,0.0,0.0,0.0,2.0,,23.0,,,,,,,,,,,,15.0,,5
Mondriel Fulcher,FB,Miami (FL),6-3,253.0,4.85,27.0,18.0,116.0,7.46,4.52,2000,2000FULCHERMONDRIELMIA,2000Mondriel Fulcher,7.0,227.0,OAK,No,TE,0.0,23.0,2002.0,0.0,0.0,0.0,0.0,0.0,25.0,,,,,,,,,0.0,0.0,0.0,8.0,,
Trent Gamble,S,Wyoming,5-9,186.0,4.56,37.0,21.0,124.0,6.6,3.9,2000,2000GAMBLETRENTWYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Gavadza,TE,Kent State,6-3,249.0,4.62,32.5,22.0,113.0,7.15,4.3,2000,2000GAVADZAJASONKEN,2000Jason Gavadza,6.0,204.0,PIT,No,TE,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Trevor Gaylor,WR,Miami (OH),6-3,199.0,4.56,37.5,,121.0,7.03,4.29,2000,2000GAYLORTREVORMIA,2000Trevor Gaylor,4.0,111.0,SDG,No,WR,7.0,22.0,2002.0,0.0,0.0,0.0,7.0,3.0,34.0,,,,,,,,,52.0,784.0,4.0,4.0,,
Kabeer Gbaja-Biamila,OLB,San Diego State,6-4,243.0,4.65,34.0,21.0,120.0,6.9,4.28,2000,2000GBAJA-BIAMILAKABEERSAN,2000Kabeer Gbaja-Biamila,5.0,149.0,GNB,No,DE,31.0,23.0,2008.0,0.0,1.0,5.0,44.0,44.0,124.0,,,,,,,,,,,,215.0,1.0,74.5
Sherrod Gideon,WR,Southern Miss,5-11,173.0,4.66,,,,,,2000,2000GIDEONSHERRODSOU,2000Sherrod Gideon,6.0,200.0,NOR,No,WR,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Ian Gold,OLB,Michigan,6-1,221.0,4.56,33.0,21.0,115.0,6.97,4.19,2000,2000GOLDIANMIC,2000Ian Gold,2.0,40.0,DEN,No,LB,25.0,22.0,2007.0,0.0,1.0,5.0,41.0,35.0,115.0,,,,,,,,,,,,422.0,4.0,17
Dwayne Goodrich,CB,Tennessee,5-11,195.0,4.45,,,,,,2000,2000GOODRICHDWAYNETEN,2000Dwayne Goodrich,2.0,49.0,DAL,No,DB,1.0,22.0,2002.0,0.0,0.0,0.0,1.0,1.0,16.0,,,,,,,,,,,,8.0,,
Lamar Grant,CB,Duke,5-11,188.0,4.62,32.0,16.0,117.0,7.3,4.3,2000,2000GRANTLAMARDUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deon Grant,S,Tennessee,6-2,209.0,4.5,,15.0,,,,2000,2000GRANTDEONTEN,2000Deon Grant,2.0,57.0,CAR,No,DB,40.0,21.0,2011.0,0.0,0.0,9.0,59.0,22.0,176.0,,,,,,,,,,,,623.0,30.0,6.5
Ernest Grant,DT,Ark-Pine Bluff,6-5,316.0,5.31,29.5,24.0,98.0,8.0,5.03,2000,2000GRANTERNESTARK,2000Ernest Grant,6.0,167.0,MIA,No,DT,3.0,24.0,2002.0,0.0,0.0,0.0,3.0,2.0,24.0,,,,,,,,,,,,18.0,,0.5
Jonathan Gray,OT,Texas Tech,6-4,338.0,5.85,23.0,20.0,94.0,,,2000,2000GRAYJONATHANTEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Gray,CB,BYU,6-1,214.0,4.94,33.5,19.0,116.0,7.38,4.24,2000,2000GRAYBRIANBYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrett Green,OLB,West Virginia,6-0,233.0,4.56,36.0,22.0,120.0,,,2000,2000GREENBARRETTWES,2000Barrett Green,2.0,50.0,DET,No,LB,22.0,22.0,2005.0,0.0,0.0,4.0,21.0,17.0,65.0,,,,,,,,,,,,191.0,,5
Mike Green,S,NW State (LA),6-0,189.0,4.53,38.5,,118.0,,4.2,2000,2000GREENMIKENW ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Green,FB,Houston,6-0,253.0,4.78,28.5,25.0,108.0,7.08,4.34,2000,2000GREENMIKEHOU,2000Mike Green,7.0,213.0,TEN,No,RB,2.0,24.0,2002.0,0.0,0.0,0.0,2.0,2.0,32.0,0.0,2.0,0.0,0.0,2.0,36.0,142.0,1.0,19.0,121.0,2.0,6.0,,
Damian Gregory,DT,Illinois State,6-2,307.0,4.87,30.0,27.0,105.0,7.37,4.6,2000,2000GREGORYDAMIANILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornelius Griffin,DE,Alabama,6-3,297.0,4.9,31.0,30.0,111.0,7.63,4.62,2000,2000GRIFFINCORNELIUSALA,2000Cornelius Griffin,2.0,42.0,NYG,No,DT,36.0,23.0,2009.0,0.0,0.0,9.0,59.0,18.0,146.0,,,,,,,,,,,,333.0,2.0,29
Clark Haggans,OLB,Colorado State,6-3,253.0,4.97,31.5,20.0,109.0,7.12,4.21,2000,2000HAGGANSCLARKCOL,2000Clark Haggans,5.0,137.0,PIT,No,LB,13.0,23.0,2012.0,0.0,0.0,7.0,48.0,30.0,172.0,,,,,,,,,,,,355.0,1.0,46.5
Ricky Hall,WR,Virginia Tech,6-2,206.0,4.52,,,,,,2000,2000HALLRICKYVIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante' Hall,RB,Texas A&M,5-8,191.0,4.44,38.0,18.0,123.0,6.62,3.82,2000,2000HALLDANTE'TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Hall,DE,Michigan,6-2,271.0,5.03,32.0,,111.0,7.86,4.51,2000,2000HALLJAMESMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Hambrick,RB,South Carolina,6-0,237.0,4.66,34.5,21.0,118.0,7.48,4.44,2000,2000HAMBRICKTROYSOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Hamilton,WR,Jacksonville State,6-1,201.0,4.54,36.0,,116.0,7.57,4.41,2000,2000HAMILTONJOEYJAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Hamilton,QB,Georgia Tech,5-10,192.0,4.81,,,106.0,,,2000,2000HAMILTONJOEGEO,2000Joe Hamilton,7.0,234.0,TAM,No,QB,0.0,23.0,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,,,,,,
