player_name,position,school,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,year,player_id,draft_round,draft_pick,ht,bench_press_score,broad_jump_score,forty_yard_score,shuttle_run_score,three_cone_score,vertical_leap_score,combine_score,draft_pick_flag
Joel Bitonio,OG,Nevada,6 ft 4 in,302.0,4.92,32.0,22.0,114.0,7.37,4.44,2014,2014BITONIOJOELNEV,2.0,35.0,76,2.0,4.0,4.0,4.0,4.0,4.0,22.0,1
Rob Blanchflower,TE,Massachusetts,6 ft 4 in,256.0,4.82,33.5,21.0,115.0,7.12,4.34,2014,2014BLANCHFLOWERROBMAS,7.0,230.0,76,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
Alfred Blue,RB,LSU,6 ft 2 in,223.0,4.63,32.0,13.0,121.0,7.15,4.5,2014,2014BLUEALFREDLSU,6.0,181.0,74,1.0,4.0,2.0,1.0,2.0,1.0,11.0,1
Russell Bodine,OG,North Carolina,6 ft 3 in,310.0,5.18,29.0,42.0,109.0,8.26,4.66,2014,2014BODINERUSSELLNOR,4.0,111.0,75,4.0,4.0,4.0,3.0,1.0,3.0,19.0,1
Conor Boffeli,OG,Iowa,6 ft 4 in,298.0,5.3,25.0,21.0,101.0,7.44,4.61,2014,2014BOFFELICONORIOW,8.0,999.0,76,1.0,3.0,3.0,4.0,4.0,1.0,16.0,0
Chris Borland,ILB,Wisconsin,5 ft 11 in,248.0,4.83,31.0,27.0,114.0,7.18,4.27,2014,2014BORLANDCHRISWIS,3.0,77.0,71,4.0,3.0,2.0,3.0,3.0,1.0,16.0,1
Blake Bortles,QB,Central Florida,6 ft 5 in,232.0,4.93,32.5,22.0,115.0,7.08,4.21,2014,2014BORTLESBLAKECEN,1.0,3.0,77,0.0,4.0,2.0,3.0,3.0,3.0,15.0,1
Tre Boston,S,North Carolina,6 ft 0 in,204.0,4.58,35.0,18.0,116.0,7.04,4.31,2014,2014BOSTONTRENOR,4.0,128.0,72,3.0,2.0,2.0,1.0,2.0,2.0,12.0,1
Chris Boswell,K,Rice,6 ft 2 in,185.0,4.93,33.5,14.0,115.0,7.16,4.32,2014,2014BOSWELLCHRISRIC,8.0,999.0,74,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Chris Boyd,WR,Vanderbilt,6 ft 4 in,206.0,4.73,35.0,12.0,119.0,7.03,4.23,2014,2014BOYDCHRISVAN,8.0,999.0,76,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0
Tajh Boyd,QB,Clemson,6 ft 1 in,222.0,4.84,30.5,22.0,106.0,7.33,4.23,2014,2014BOYDTAJHCLE,6.0,213.0,73,0.0,2.0,2.0,3.0,2.0,2.0,11.0,1
Carl Bradford,OLB,Arizona State,6 ft 1 in,250.0,4.76,37.5,23.0,122.0,7.25,4.3,2014,2014BRADFORDCARLARI,4.0,121.0,73,3.0,4.0,1.0,2.0,2.0,4.0,16.0,1
Bashaud Breeland,CB,Clemson,5 ft 11 in,197.0,4.62,34.5,11.0,123.0,7.04,4.33,2014,2014BREELANDBASHAUDCLE,4.0,102.0,71,1.0,3.0,1.0,1.0,2.0,2.0,10.0,1
Teddy Bridgewater,QB,Louisville,6 ft 2 in,214.0,4.82,30.0,22.0,113.0,7.17,4.2,2014,2014BRIDGEWATERTEDDYLOU,1.0,32.0,74,0.0,3.0,0.0,3.0,2.0,2.0,10.0,1
Justin Britt,OT,Missouri,6 ft 6 in,325.0,5.19,27.5,23.0,100.0,8.14,4.69,2014,2014BRITTJUSTINMIS,2.0,64.0,78,2.0,2.0,3.0,3.0,1.0,2.0,13.0,1
Jay Bromley,DT,Syracuse,6 ft 3 in,306.0,5.06,33.5,26.0,106.0,7.92,4.78,2014,2014BROMLEYJAYSYR,3.0,74.0,75,2.0,3.0,3.0,1.0,1.0,4.0,14.0,1
Terrence Brooks,S,Florida State,5 ft 11 in,198.0,4.42,38.0,10.0,119.0,7.35,4.17,2014,2014BROOKSTERRENCEFLO,3.0,79.0,71,1.0,2.0,4.0,0.0,1.0,4.0,12.0,1
Jonathan Brown,OLB,Illinois,6 ft 0 in,238.0,5.03,31.0,16.0,108.0,7.77,4.56,2014,2014BROWNJONATHANILL,8.0,999.0,72,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0
John Brown,WR,Pittsburg State,5 ft 10 in,179.0,4.34,36.5,15.0,119.0,6.91,4.12,2014,2014BROWNJOHNPIT,3.0,91.0,70,0.0,2.0,4.0,3.0,3.0,3.0,15.0,1
Corey Brown,WR,Ohio State,5 ft 11 in,178.0,4.51,33.0,14.0,116.0,7.16,4.22,2014,2014BROWNCOREYOHI,8.0,999.0,71,0.0,2.0,3.0,2.0,1.0,1.0,9.0,0
Preston Brown,ILB,Louisville,6 ft 1 in,251.0,4.86,33.0,23.0,116.0,6.98,4.26,2014,2014BROWNPRESTONLOU,3.0,73.0,73,3.0,3.0,1.0,3.0,4.0,2.0,16.0,1
Martavis Bryant,WR,Clemson,6 ft 4 in,211.0,4.42,39.0,16.0,124.0,7.18,4.15,2014,2014BRYANTMARTAVISCLE,4.0,118.0,76,3.0,4.0,4.0,3.0,1.0,4.0,19.0,1
Deone Bucannon,S,Washington State,6 ft 1 in,211.0,4.49,36.5,19.0,125.0,6.96,4.26,2014,2014BUCANNONDEONEWAS,1.0,27.0,73,3.0,4.0,4.0,2.0,3.0,3.0,19.0,1
Max Bullough,ILB,Michigan State,6 ft 3 in,249.0,4.78,31.0,30.0,112.0,7.22,4.3,2014,2014BULLOUGHMAXMIC,8.0,999.0,75,4.0,2.0,2.0,3.0,2.0,1.0,14.0,0
Isaiah Burse,WR,Fresno State,5 ft 10 in,188.0,4.58,31.0,16.0,115.0,6.74,3.94,2014,2014BURSEISAIAHFRE,8.0,999.0,70,3.0,1.0,2.0,4.0,4.0,1.0,15.0,0
Trey Burton,WR,Florida,6 ft 2 in,224.0,4.62,30.0,14.0,112.0,7.14,4.32,2014,2014BURTONTREYFLO,8.0,999.0,74,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0
Michael Campanaro,WR,Wake Forest,5 ft 9 in,192.0,4.46,39.0,20.0,122.0,6.77,4.01,2014,2014CAMPANAROMICHAELWAK,7.0,218.0,69,4.0,3.0,3.0,4.0,4.0,4.0,22.0,1
Ka'Deem Carey,RB,Arizona,5 ft 9 in,207.0,4.69,32.5,19.0,115.0,7.08,4.38,2014,2014CAREYKA'DEEMARI,4.0,117.0,69,3.0,2.0,1.0,2.0,2.0,2.0,12.0,1
Derek Carr,QB,Fresno State,6 ft 2 in,214.0,4.69,34.5,22.0,110.0,7.12,4.2,2014,2014CARRDEREKFRE,2.0,36.0,74,0.0,3.0,4.0,3.0,0.0,4.0,14.0,1
Ryan Carrethers,DT,Arkansas State,6 ft 1 in,337.0,5.47,26.0,32.0,88.0,7.89,4.6,2014,2014CARRETHERSRYANARK,5.0,165.0,73,4.0,1.0,1.0,3.0,2.0,1.0,12.0,1
Travis Carrie,CB,Ohio,6 ft 0 in,206.0,4.49,35.5,17.0,120.0,6.97,4.2,2014,2014CARRIETRAVISOHI,8.0,999.0,72,4.0,0.0,3.0,0.0,0.0,0.0,7.0,0
Steven Clark,P,Auburn,6 ft 5 in,231.0,5.18,28.0,12.0,109.5,7.16,4.32,2014,2014CLARKSTEVENAUB,8.0,999.0,77,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Will Clarke,DE,West Virginia,6 ft 6 in,271.0,4.77,32.0,22.0,112.0,7.26,4.57,2014,2014CLARKEWILLWES,3.0,88.0,78,2.0,2.0,3.0,1.0,3.0,2.0,13.0,1
Ha Ha Clinton-Dix,S,Alabama,6 ft 1 in,208.0,4.58,33.0,11.0,119.0,7.16,4.16,2014,2014HAHAALA,1.0,21.0,73,1.0,2.0,2.0,3.0,1.0,1.0,10.0,1
Jadeveon Clowney,DE,South Carolina,6 ft 5 in,266.0,4.53,37.5,21.0,124.0,7.27,4.43,2014,2014CLOWNEYJADEVEONSOU,1.0,1.0,77,2.0,4.0,4.0,2.0,3.0,4.0,19.0,1
Ross Cockrell,CB,Duke,6 ft 0 in,191.0,4.56,36.5,10.0,122.0,7.28,4.32,2014,2014COCKRELLROSSDUK,4.0,109.0,72,1.0,3.0,1.0,1.0,1.0,3.0,10.0,1
Brandon Coleman,WR,Rutgers,6 ft 6 in,225.0,4.56,32.5,21.0,119.0,7.33,4.51,2014,2014COLEMANBRANDONRUT,8.0,999.0,78,4.0,0.0,2.0,1.0,1.0,1.0,9.0,0
Deandre Coleman,DT,California,6 ft 5 in,314.0,5.12,29.5,24.0,105.0,7.73,4.71,2014,2014COLEMANDEANDRECAL,8.0,999.0,77,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0
Kain Colter,WR,Northwestern,5 ft 10 in,198.0,4.71,35.0,14.0,119.0,7.03,4.23,2014,2014COLTERKAINNOR,8.0,999.0,70,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Aaron Colvin,CB,Oklahoma,5 ft 11 in,177.0,4.51,36.0,15.0,122.0,6.9,4.14,2014,2014COLVINAARONOKL,4.0,114.0,71,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
Brandin Cooks,WR,Oregon State,5 ft 10 in,189.0,4.33,36.0,16.0,120.0,6.76,3.81,2014,2014COOKSBRANDINORE,1.0,20.0,70,3.0,3.0,4.0,4.0,4.0,3.0,21.0,1
Damian Copeland,WR,Louisville,5 ft 11 in,184.0,4.5,40.0,12.0,120.0,6.53,3.9,2014,2014COPELANDDAMIANLOU,8.0,999.0,71,2.0,3.0,3.0,4.0,4.0,4.0,20.0,0
J.C. Copeland,FB,LSU,5 ft 11 in,271.0,4.95,28.5,23.0,111.0,7.68,4.58,2014,2014COPELANDJ.C.LSU,8.0,999.0,71,3.0,2.0,1.0,1.0,1.0,1.0,9.0,0
Tim Cornett,RB,UNLV,6 ft 0 in,209.0,4.48,34.5,19.0,125.0,7.01,4.26,2014,2014CORNETTTIMUNL,8.0,999.0,72,0.0,4.0,4.0,2.0,3.0,3.0,16.0,0
Scott Crichton,DE,Oregon State,6 ft 3 in,273.0,4.84,31.5,24.0,108.0,7.19,4.29,2014,2014CRICHTONSCOTTORE,3.0,72.0,75,3.0,1.0,2.0,4.0,3.0,2.0,15.0,1
Isaiah Crowell,RB,Arkansas,5 ft 11 in,224.0,4.57,38.0,23.0,117.0,7.09,4.27,2014,2014CROWELLISAIAHARK,8.0,999.0,71,4.0,2.0,2.0,0.0,0.0,4.0,12.0,0
Chris Davis,CB,Auburn,5 ft 10 in,202.0,4.54,35.5,15.0,120.0,6.97,4.2,2014,2014DAVISCHRISAUB,8.0,999.0,70,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0
Mike Davis,WR,Texas,6 ft 0 in,197.0,4.52,35.0,10.0,119.0,7.03,4.23,2014,2014DAVISMIKETEX,8.0,999.0,72,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0
A.D. Denham,TE,Kansas,6 ft 4 in,235.0,4.69,32.5,19.5,112.5,7.245,4.375,2014,2014DENHAMA.D.KAN,8.0,999.0,76,0.0,0.0,4.0,0.0,0.0,2.0,6.0,0
Darqueze Dennard,CB,Michigan State,5 ft 11 in,199.0,4.52,36.0,15.0,122.0,6.9,4.14,2014,2014DENNARDDARQUEZEMIC,1.0,24.0,71,3.0,0.0,2.0,0.0,0.0,0.0,5.0,1
Pierre Desir,CB,Lindenwood,6 ft 1 in,198.0,4.59,35.0,11.0,133.0,6.86,4.3,2014,2014DESIRPIERRELIN,4.0,127.0,73,1.0,4.0,1.0,1.0,3.0,2.0,12.0,1
Ahmad Dixon,S,Baylor,6 ft 0 in,212.0,4.64,32.0,14.0,111.0,7.55,4.5,2014,2014DIXONAHMADBAY,7.0,248.0,72,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1
Brandon Dixon,CB,Northwest Missouri State,5 ft 11 in,203.0,4.41,32.5,17.0,117.0,7.15,4.27,2014,2014DIXONBRANDONNOR,8.0,999.0,71,4.0,1.0,4.0,1.0,1.0,1.0,12.0,0
Aaron Donald,DT,Pittsburgh,6 ft 1 in,285.0,4.68,32.0,35.0,116.0,7.11,4.39,2014,2014DONALDAARONPIT,1.0,13.0,73,4.0,4.0,4.0,4.0,4.0,4.0,24.0,1
Jonathan Dowling,S,Western Kentucky,6 ft 3 in,190.0,4.52,33.5,8.0,118.0,7.04,4.24,2014,2014DOWLINGJONATHANWES,7.0,247.0,75,1.0,2.0,3.0,2.0,2.0,2.0,12.0,1
Dakota Dozier,OG,Furman,6 ft 4 in,313.0,5.42,24.0,23.0,101.0,8.14,4.89,2014,2014DOZIERDAKOTAFUR,4.0,137.0,76,2.0,3.0,2.0,2.0,1.0,1.0,11.0,1
Joe Don Duncan,TE,Dixie State,6 ft 3 in,268.0,4.79,32.5,35.0,112.5,7.245,4.375,2014,2014DONJOEDIX,8.0,999.0,75,4.0,0.0,2.0,0.0,0.0,0.0,6.0,0
Kony Ealy,DE,Missouri,6 ft 4 in,273.0,4.92,31.0,22.0,114.0,6.83,4.45,2014,2014EALYKONYMIS,2.0,60.0,76,2.0,3.0,2.0,2.0,4.0,2.0,15.0,1
Dominique Easley,DT,Florida,6 ft 2 in,288.0,4.93,29.5,26.0,105.0,7.675,4.61,2014,2014EASLEYDOMINIQUEFLO,1.0,29.0,74,2.0,0.0,4.0,0.0,0.0,0.0,6.0,1
Eric Ebron,TE,North Carolina,6 ft 4 in,250.0,4.6,32.0,24.0,120.0,7.12,4.34,2014,2014EBRONERICNOR,1.0,10.0,76,4.0,4.0,4.0,0.0,0.0,2.0,14.0,1
Kasim Edebali,OLB,Boston Col.,6 ft 2 in,253.0,4.79,34.5,19.0,115.0,7.2,4.35,2014,2014EDEBALIKASIMBOS,8.0,999.0,74,1.0,2.0,1.0,2.0,2.0,3.0,11.0,0
Kadeem Edwards,OG,Tennessee State,6 ft 4 in,313.0,5.25,27.0,26.0,99.0,7.95,4.82,2014,2014EDWARDSKADEEMTEN,5.0,143.0,76,3.0,2.0,3.0,2.0,2.0,2.0,14.0,1
Bruce Ellington,WR,South Carolina,5 ft 9 in,197.0,4.45,39.5,15.0,120.0,6.69,3.95,2014,2014ELLINGTONBRUCESOU,4.0,106.0,69,3.0,3.0,3.0,4.0,4.0,4.0,21.0,1
Justin Ellis,DT,Louisiana Tech,6 ft 1 in,334.0,5.27,28.0,25.0,92.0,7.81,4.75,2014,2014ELLISJUSTINLOU,4.0,107.0,73,2.0,1.0,1.0,2.0,2.0,2.0,10.0,1
I.K. Enemkpali,DE,Louisiana Tech,6 ft 1 in,261.0,4.86,34.0,28.0,112.0,7.67,4.65,2014,2014ENEMKPALII.K.LOU,8.0,999.0,73,4.0,2.0,2.0,1.0,1.0,3.0,13.0,0
Quincy Enunwa,WR,Nebraska,6 ft 2 in,225.0,4.41,36.0,19.0,121.0,6.92,4.18,2014,2014ENUNWAQUINCYNEB,6.0,209.0,74,4.0,0.0,4.0,0.0,0.0,0.0,8.0,1
Mike Evans,WR,Texas A&M,6 ft 5 in,231.0,4.53,37.0,12.0,121.0,7.08,4.26,2014,2014EVANSMIKETEX,1.0,7.0,77,2.0,0.0,2.0,2.0,2.0,3.0,11.0,1
Shaquelle Evans,WR,UCLA,6 ft 1 in,213.0,4.51,34.5,13.0,122.0,7.07,4.21,2014,2014EVANSSHAQUELLEUCL,4.0,115.0,73,2.0,3.0,3.0,2.0,2.0,2.0,14.0,1
Antone Exum,CB,Virginia Tech,6 ft 0 in,213.0,4.59,35.0,17.0,117.0,7.05,4.13,2014,2014EXUMANTONEVIR,6.0,182.0,72,4.0,1.0,1.0,3.0,2.0,2.0,13.0,1
David Fales,QB,San Jose State,6 ft 2 in,212.0,4.99,28.0,22.0,103.0,7.55,4.5,2014,2014FALESDAVIDSAN,6.0,183.0,74,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1
Matt Feiler,OT,Bloomsburg,6 ft 6 in,330.0,5.37,26.5,36.0,103.0,8.13,4.86,2014,2014FEILERMATTBLO,8.0,999.0,78,4.0,3.0,1.0,2.0,1.0,2.0,13.0,0
Anthony Fera,K,Texas,6 ft 1 in,211.0,4.85,33.5,14.0,115.0,7.16,4.32,2014,2014FERAANTHONYTEX,8.0,999.0,73,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0
Ego Ferguson,DT,LSU,6 ft 3 in,315.0,4.98,29.5,24.0,105.0,7.675,4.61,2014,2014FERGUSONEGOLSU,2.0,51.0,75,1.0,0.0,4.0,0.0,0.0,0.0,5.0,1
C.J. Fiedorowicz,TE,Iowa,6 ft 5 in,265.0,4.76,31.5,25.0,116.0,7.1,4.26,2014,2014FIEDOROWICZC.J.IOW,3.0,65.0,77,4.0,3.0,3.0,4.0,3.0,2.0,19.0,1
Tim Flanders,RB,SMU,5 ft 9 in,207.0,4.75,32.0,20.0,113.0,7.07,4.27,2014,2014FLANDERSTIMSMU,8.0,999.0,69,3.0,1.0,1.0,0.0,2.0,1.0,8.0,0
Cameron Fleming,OT,Stanford,6 ft 5 in,323.0,5.28,23.5,26.0,97.0,8.24,5.0,2014,2014FLEMINGCAMERONSTA,4.0,140.0,77,3.0,2.0,2.0,1.0,1.0,1.0,10.0,1
David Fluellen,RB,Toledo,5 ft 11 in,224.0,4.72,36.5,19.0,120.0,6.9,4.27,2014,2014FLUELLENDAVIDTOL,8.0,999.0,71,0.0,3.0,1.0,0.0,4.0,4.0,12.0,0
Khairi Fortt,OLB,California,6 ft 2 in,248.0,4.7,36.0,30.0,120.0,7.09,4.28,2014,2014FORTTKHAIRICAL,4.0,126.0,74,4.0,3.0,2.0,0.0,0.0,3.0,12.0,1
Bennie Fowler,WR,Michigan State,6 ft 1 in,217.0,4.52,36.0,14.0,126.0,7.06,4.18,2014,2014FOWLERBENNIEMIC,8.0,999.0,73,0.0,4.0,2.0,3.0,2.0,3.0,14.0,0
Austin Franklin,WR,New Mexico State,5 ft 11 in,189.0,4.56,36.0,7.0,124.0,7.07,4.33,2014,2014FRANKLINAUSTINNEW,8.0,999.0,71,1.0,4.0,2.0,1.0,2.0,3.0,13.0,0
Devonta Freeman,RB,Florida State,5 ft 8 in,206.0,4.58,31.5,20.0,118.0,7.11,4.26,2014,2014FREEMANDEVONTAFLO,4.0,103.0,68,0.0,3.0,2.0,2.0,2.0,1.0,10.0,1
Kyle Fuller,CB,Virginia Tech,6 ft 0 in,190.0,4.49,38.5,12.0,128.0,6.9,4.19,2014,2014FULLERKYLEVIR,1.0,14.0,72,2.0,4.0,3.0,2.0,3.0,4.0,18.0,1
Zach Fulton,OG,Tennessee,6 ft 5 in,316.0,5.16,24.5,25.0,98.0,7.87,5.16,2014,2014FULTONZACHTEN,6.0,193.0,77,3.0,2.0,4.0,1.0,3.0,1.0,14.0,1
Tyler Gaffney,RB,Stanford,5 ft 11 in,220.0,4.49,36.5,20.0,116.0,6.78,4.18,2014,2014GAFFNEYTYLERSTA,6.0,204.0,71,0.0,2.0,3.0,3.0,4.0,4.0,16.0,1
E.J. Gaines,CB,Missouri,5 ft 10 in,190.0,4.44,36.0,15.0,122.0,6.9,4.14,2014,2014GAINESE.J.MIS,6.0,188.0,70,3.0,0.0,3.0,0.0,0.0,0.0,6.0,1
Phillip Gaines,CB,Rice,6 ft 0 in,193.0,4.38,36.5,11.0,122.0,6.62,4.04,2014,2014GAINESPHILLIPRIC,3.0,87.0,72,1.0,3.0,4.0,4.0,4.0,3.0,19.0,1
Jeremy Gallon,WR,Michigan,5 ft 7 in,185.0,4.49,36.0,15.0,121.0,6.92,4.18,2014,2014GALLONJEREMYMIC,7.0,244.0,67,3.0,0.0,3.0,0.0,0.0,0.0,6.0,1
Jimmy Garoppolo,QB,East. Illinois,6 ft 2 in,226.0,4.97,30.5,22.0,110.0,7.04,4.26,2014,2014GAROPPOLOJIMMYEAS,2.0,62.0,74,0.0,3.0,1.0,3.0,3.0,2.0,12.0,1
James Gayle,DE,Virginia Tech,6 ft 4 in,259.0,4.7,37.0,26.0,122.0,7.19,4.27,2014,2014GAYLEJAMESVIR,8.0,999.0,76,3.0,4.0,4.0,4.0,3.0,4.0,22.0,0
Jeremiah George,ILB,Iowa State,5 ft 11 in,234.0,4.91,33.0,28.0,116.0,7.17,4.27,2014,2014GEORGEJEREMIAHIOW,5.0,154.0,71,4.0,3.0,1.0,0.0,0.0,2.0,10.0,1
Justin Gilbert,CB,Oklahoma State,6 ft 0 in,202.0,4.37,35.5,20.0,126.0,6.92,4.14,2014,2014GILBERTJUSTINOKL,1.0,8.0,72,4.0,4.0,4.0,0.0,3.0,2.0,17.0,1
Crockett Gillmore,TE,Colorado State,6 ft 6 in,260.0,4.89,33.5,21.0,120.0,7.42,4.44,2014,2014GILLMORECROCKETTCOL,3.0,99.0,78,0.0,4.0,1.0,2.0,1.0,3.0,11.0,1
Demetri Goodson,CB,Baylor,5 ft 11 in,194.0,4.52,37.0,11.0,123.0,6.8,4.34,2014,2014GOODSONDEMETRIBAY,6.0,197.0,71,1.0,3.0,2.0,1.0,4.0,3.0,14.0,1
Ryan Grant,WR,Tulane,6 ft 0 in,199.0,4.64,35.5,8.0,119.0,6.68,4.11,2014,2014GRANTRYANTUL,5.0,142.0,72,1.0,2.0,1.0,4.0,4.0,3.0,15.0,1
Marion Grice,RB,Arizona State,6 ft 0 in,208.0,4.67,35.0,20.0,119.0,7.0,4.2,2014,2014GRICEMARIONARI,6.0,201.0,72,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Xavier Grimble,TE,USC,6 ft 4 in,257.0,4.76,26.5,19.5,113.0,7.245,4.375,2014,2014GRIMBLEXAVIERUSC,8.0,999.0,76,0.0,2.0,3.0,0.0,0.0,1.0,6.0,0
Ryan Groy,OG,Wisconsin,6 ft 5 in,316.0,5.19,26.5,26.0,108.0,7.49,4.47,2014,2014GROYRYANWIS,8.0,999.0,77,3.0,4.0,3.0,4.0,4.0,2.0,20.0,0
Ra'Shede Hageman,DT,Minnesota,6 ft 6 in,310.0,4.92,35.5,32.0,114.0,7.87,4.5,2014,2014HAGEMANRA'SHEDEMIN,2.0,37.0,78,4.0,4.0,4.0,4.0,2.0,4.0,22.0,1
Andre Hal,CB,Vanderbilt,5 ft 10 in,188.0,4.5,35.5,15.0,119.0,7.14,4.27,2014,2014HALANDREVAN,7.0,216.0,70,3.0,2.0,3.0,1.0,1.0,2.0,12.0,1
Jon Halapio,OG,Florida,6 ft 3 in,323.0,5.34,21.5,26.0,100.0,8.26,4.83,2014,2014HALAPIOJONFLO,6.0,179.0,75,0.0,3.0,2.0,2.0,1.0,1.0,9.0,1
Victor Hampton,CB,South Carolina,5 ft 9 in,197.0,4.69,33.5,20.0,118.0,7.01,4.2,2014,2014HAMPTONVICTORSOU,8.0,999.0,69,4.0,2.0,1.0,2.0,2.0,1.0,12.0,0
Jonotthan Harrison,C,Florida,6 ft 3 in,304.0,5.15,27.0,27.0,113.0,7.97,4.86,2014,2014HARRISONJONOTTHANFLO,8.0,999.0,75,3.0,4.0,3.0,1.0,1.0,2.0,14.0,0
Taylor Hart,DE,Oregon,6 ft 6 in,281.0,4.92,33.5,21.0,115.0,7.245,4.4,2014,2014HARTTAYLORORE,5.0,141.0,78,2.0,0.0,2.0,0.0,0.0,0.0,4.0,1
Matt Hazel,WR,Coastal Carolina,6 ft 1 in,198.0,4.5,36.5,15.0,118.0,7.08,4.2,2014,2014HAZELMATTCOA,6.0,190.0,73,3.0,2.0,3.0,3.0,2.0,3.0,16.0,1
Marcus Heit,LS,Kansas State,6 ft 3 in,258.0,4.91,29.0,16.0,115.0,7.16,4.32,2014,2014HEITMARCUSKAN,8.0,999.0,75,0.0,3.0,3.0,0.0,0.0,3.0,9.0,0
Seantrel Henderson,OT,Miami (FL),6 ft 7 in,331.0,5.04,24.0,25.0,95.0,8.15,4.77,2014,2014HENDERSONSEANTRELMIA,7.0,237.0,79,0.0,1.0,4.0,2.0,1.0,1.0,9.0,1
Robert Herron,WR,Wyoming,5 ft 9 in,193.0,4.48,35.5,18.0,125.0,6.84,4.27,2014,2014HERRONROBERTWYO,6.0,185.0,69,4.0,4.0,3.0,2.0,3.0,3.0,19.0,1
Ryan Hewitt,FB,Stanford,6 ft 4 in,246.0,4.87,33.0,22.0,109.0,7.04,4.35,2014,2014HEWITTRYANSTA,8.0,999.0,76,0.0,2.0,2.0,3.0,4.0,3.0,14.0,0
Jeremy Hill,RB,LSU,6 ft 1 in,233.0,4.56,29.0,20.0,113.0,7.0,4.2,2014,2014HILLJEREMYLSU,2.0,55.0,73,3.0,1.0,3.0,0.0,0.0,1.0,8.0,1
Anthony Hitchens,OLB,Iowa,6 ft 0 in,240.0,4.74,31.5,23.0,116.0,7.15,4.45,2014,2014HITCHENSANTHONYIOW,4.0,119.0,72,3.0,2.0,2.0,1.0,2.0,1.0,11.0,1
Zach Hocker,K,Arkansas,6 ft 0 in,189.0,4.9,33.5,13.0,116.0,7.16,4.32,2014,2014HOCKERZACHARK,7.0,228.0,72,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
Cody Hoffman,WR,BYU,6 ft 4 in,223.0,4.65,27.5,13.0,108.0,6.89,4.2,2014,2014HOFFMANCODYBYU,8.0,999.0,76,2.0,1.0,1.0,3.0,3.0,1.0,11.0,0
Tom Hornsey,P,Memphis,6 ft 3 in,221.0,5.05,28.0,12.0,109.5,7.16,4.32,2014,2014HORNSEYTOMMEM,8.0,999.0,75,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Adrian Hubbard,OLB,Alabama,6 ft 6 in,257.0,4.69,38.5,22.0,117.0,7.165,4.31,2014,2014HUBBARDADRIANALA,8.0,999.0,78,0.0,3.0,2.0,0.0,0.0,4.0,9.0,0
Josh Huff,WR,Oregon,5 ft 11 in,206.0,4.51,35.5,14.0,116.0,6.92,4.18,2014,2014HUFFJOSHORE,3.0,86.0,71,2.0,2.0,3.0,0.0,0.0,3.0,10.0,1
Marqueston Huff,S,Wyoming,5 ft 11 in,196.0,4.49,35.5,15.0,118.0,7.26,4.19,2014,2014HUFFMARQUESTONWYO,4.0,122.0,71,2.0,2.0,4.0,3.0,1.0,3.0,15.0,1
Allen Hurns,WR,Miami (FL),6 ft 1 in,198.0,4.55,31.0,14.0,120.0,7.23,4.5,2014,2014HURNSALLENMIA,8.0,999.0,73,2.0,3.0,2.0,1.0,1.0,1.0,10.0,0
James Hurst,OT,North Carolina,6 ft 5 in,296.0,5.59,27.5,23.0,100.0,7.9350000000000005,4.79,2014,2014HURSTJAMESNOR,8.0,999.0,77,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Carlos Hyde,RB,Ohio State,6 ft 0 in,230.0,4.62,34.5,19.0,114.0,7.0,4.2,2014,2014HYDECARLOSOHI,2.0,57.0,72,3.0,2.0,2.0,0.0,0.0,3.0,10.0,1
Kerry Hyder,DT,Texas Tech,6 ft 2 in,290.0,5.1,29.5,20.0,108.0,7.23,4.33,2014,2014HYDERKERRYTEX,8.0,999.0,74,1.0,3.0,2.0,4.0,4.0,3.0,17.0,0
Louis Nix III,DT,Notre Dame,6 ft 2 in,331.0,5.32,25.5,28.0,97.0,8.29,4.94,2014,2014NIXLOUISNOT,3.0,83.0,74,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1
Gabe Ikard,C,Oklahoma,6 ft 4 in,304.0,5.13,26.0,22.0,103.0,7.3,4.37,2014,2014IKARDGABEOKL,8.0,999.0,76,1.0,3.0,4.0,4.0,4.0,2.0,18.0,0
Andrew Jackson,ILB,Western Kentucky,6 ft 1 in,254.0,4.9,34.0,23.0,115.0,7.17,4.27,2014,2014JACKSONANDREWWES,6.0,203.0,73,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
