player_name,position,school,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,year,player_id,draft_round,draft_pick,ht,bench_press_score,broad_jump_score,forty_yard_score,shuttle_run_score,three_cone_score,vertical_leap_score,combine_score,draft_pick_flag
Bennett Jackson,CB,Notre Dame,6 ft 0 in,195.0,4.51,38.0,13.0,128.0,6.75,4.0,2014,2014JACKSONBENNETTNOT,6.0,187.0,72,2.0,4.0,2.0,4.0,4.0,4.0,20.0,1
Gabe Jackson,OG,Mississippi State,6 ft 3 in,336.0,5.34,29.0,30.0,108.0,8.25,4.78,2014,2014JACKSONGABEMIS,3.0,81.0,75,4.0,4.0,2.0,2.0,1.0,3.0,16.0,1
Nic Jacobs,TE,McNeese State,6 ft 5 in,269.0,4.89,32.5,15.0,112.5,7.245,4.375,2014,2014JACOBSNICMCN,8.0,999.0,77,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0
Ja'Wuan James,OT,Tennessee,6 ft 6 in,311.0,5.26,29.0,22.0,103.0,7.42,4.56,2014,2014JAMESJA'WUANTEN,1.0,19.0,78,2.0,3.0,3.0,4.0,4.0,3.0,19.0,1
Kendall James,CB,Maine,5 ft 10 in,180.0,4.44,39.0,9.0,122.0,6.81,4.19,2014,2014JAMESKENDALLMAI,6.0,184.0,70,1.0,0.0,3.0,2.0,3.0,4.0,13.0,1
Jeff Janis,WR,Saginaw Valley State,6 ft 3 in,219.0,4.42,37.5,20.0,123.0,6.64,3.98,2014,2014JANISJEFFSAG,7.0,236.0,75,4.0,4.0,4.0,4.0,4.0,4.0,24.0,1
Stanley Jean-Baptiste,CB,Nebraska,6 ft 3 in,218.0,4.61,41.5,13.0,128.0,6.9,4.33,2014,2014JEAN-BAPTISTESTANLEYNEB,2.0,58.0,75,2.0,4.0,1.0,1.0,0.0,4.0,12.0,1
Jackson Jeffcoat,DE,Texas,6 ft 3 in,247.0,4.63,36.0,18.0,123.0,6.97,4.18,2014,2014JEFFCOATJACKSONTEX,8.0,999.0,75,1.0,4.0,4.0,4.0,4.0,4.0,21.0,0
Marcel Jensen,TE,Fresno State,6 ft 6 in,259.0,4.85,35.0,24.0,115.0,7.38,4.6,2014,2014JENSENMARCELFRE,8.0,999.0,78,4.0,3.0,2.0,1.0,2.0,4.0,16.0,0
Timmy Jernigan,DT,Florida State,6 ft 2 in,299.0,5.06,29.5,27.0,102.0,7.675,4.83,2014,2014JERNIGANTIMMYFLO,2.0,48.0,74,2.0,2.0,3.0,1.0,0.0,3.0,11.0,1
Anthony Johnson,DT,LSU,6 ft 2 in,308.0,5.24,24.5,20.0,102.0,7.93,4.83,2014,2014JOHNSONANTHONYLSU,8.0,999.0,74,1.0,2.0,1.0,1.0,1.0,1.0,7.0,0
Dontae Johnson,CB,North Carolina State,6 ft 2 in,200.0,4.41,38.5,12.0,124.0,6.82,4.24,2014,2014JOHNSONDONTAENOR,4.0,129.0,74,2.0,3.0,4.0,2.0,3.0,4.0,18.0,1
Storm Johnson,RB,Central Florida,6 ft 0 in,209.0,4.6,35.5,16.0,118.0,7.0,4.2,2014,2014JOHNSONSTORMCEN,7.0,222.0,72,1.0,3.0,2.0,0.0,0.0,3.0,9.0,1
Wesley Johnson,C,Vanderbilt,6 ft 5 in,297.0,5.11,29.0,26.0,111.0,7.4,4.64,2014,2014JOHNSONWESLEYVAN,5.0,173.0,77,2.0,4.0,4.0,2.0,4.0,3.0,19.0,1
Christian Jones,OLB,Florida State,6 ft 3 in,240.0,4.68,33.5,22.0,115.0,7.165,4.31,2014,2014JONESCHRISTIANFLO,8.0,999.0,75,0.0,2.0,2.0,0.0,0.0,2.0,6.0,0
DaQuan Jones,DT,Penn State,6 ft 4 in,322.0,5.35,27.5,25.0,101.0,7.73,4.78,2014,2014JONESDAQUANPEN,4.0,112.0,76,2.0,2.0,1.0,1.0,2.0,2.0,10.0,1
Howard Jones,OLB,Shepherd,6 ft 2 in,235.0,4.6,40.5,21.0,124.0,7.16,4.41,2014,2014JONESHOWARDSHE,8.0,999.0,74,2.0,4.0,4.0,1.0,2.0,4.0,17.0,0
T.J. Jones,WR,Notre Dame,6 ft 0 in,188.0,4.46,33.0,15.0,119.0,6.82,4.27,2014,2014JONEST.J.NOT,6.0,189.0,72,0.0,2.0,3.0,2.0,4.0,1.0,12.0,1
Reggie Jordan,FB,Missouri Western State,6 ft 3 in,240.0,4.77,30.0,24.0,116.0,7.22,4.3,2014,2014JORDANREGGIEMIS,8.0,999.0,75,3.0,3.0,2.0,3.0,3.0,1.0,15.0,0
Henry Josey,RB,Missouri,5 ft 8 in,194.0,4.43,34.5,20.0,118.0,7.07,4.13,2014,2014JOSEYHENRYMIS,8.0,999.0,68,3.0,3.0,4.0,4.0,2.0,3.0,19.0,0
Lamarcus Joyner,CB,Florida State,5 ft 8 in,184.0,4.55,37.5,14.0,124.0,7.26,4.4,2014,2014JOYNERLAMARCUSFLO,2.0,41.0,68,2.0,3.0,2.0,1.0,1.0,3.0,12.0,1
"Odell Beckham, Jr.",WR,LSU,5 ft 11 in,198.0,4.38,38.5,7.0,122.0,6.69,3.94,2014,"2014BECKHAM,ODELLLSU",8.0,999.0,71,1.0,3.0,4.0,4.0,4.0,4.0,20.0,0
"James Wilder, Jr.",RB,Florida State,6 ft 3 in,232.0,4.65,35.0,18.0,121.0,6.92,4.24,2014,"2014WILDER,JAMESFLO",8.0,999.0,75,2.0,4.0,1.0,2.0,3.0,3.0,15.0,0
Devon Kennard,OLB,USC,6 ft 3 in,249.0,4.7,30.0,23.0,113.0,7.25,4.32,2014,2014KENNARDDEVONUSC,5.0,174.0,75,3.0,2.0,2.0,2.0,2.0,1.0,12.0,1
Zach Kerr,DT,Tennessee,6 ft 1 in,326.0,5.06,28.5,28.0,99.0,7.93,4.71,2014,2014KERRZACHTEN,8.0,999.0,73,3.0,1.0,3.0,2.0,1.0,2.0,12.0,0
Christian Kirksey,OLB,Iowa,6 ft 2 in,233.0,4.72,32.0,16.0,122.0,7.09,4.28,2014,2014KIRKSEYCHRISTIANIOW,3.0,71.0,74,1.0,4.0,2.0,0.0,0.0,1.0,8.0,1
Cyrus Kouandjio,OT,Alabama,6 ft 7 in,322.0,5.59,27.5,21.0,96.0,7.71,4.84,2014,2014KOUANDJIOCYRUSALA,2.0,44.0,79,2.0,1.0,1.0,2.0,3.0,2.0,11.0,1
Kenny Ladler,S,Vanderbilt,6 ft 0 in,207.0,4.7,36.5,24.0,127.0,7.06,4.21,2014,2014LADLERKENNYVAN,8.0,999.0,72,4.0,4.0,1.0,0.0,0.0,3.0,12.0,0
Jarvis Landry,WR,LSU,5 ft 11 in,205.0,4.65,28.5,12.0,110.0,6.92,4.18,2014,2014LANDRYJARVISLSU,2.0,63.0,71,2.0,1.0,1.0,0.0,0.0,1.0,5.0,1
Tyler Larsen,C,Utah State,6 ft 4 in,313.0,5.17,23.5,36.0,102.0,8.22,4.7,2014,2014LARSENTYLERUTA,8.0,999.0,76,4.0,3.0,3.0,2.0,1.0,1.0,14.0,0
Cody Latimer,WR,Indiana,6 ft 2 in,215.0,4.52,36.0,23.0,121.0,6.92,4.18,2014,2014LATIMERCODYIND,2.0,56.0,74,4.0,0.0,2.0,0.0,0.0,0.0,6.0,1
Demarcus Lawrence,DE,Boise State,6 ft 3 in,251.0,4.8,34.5,20.0,113.0,7.46,4.31,2014,2014LAWRENCEDEMARCUSBOI,2.0,34.0,75,1.0,2.0,3.0,4.0,2.0,3.0,15.0,1
Nevin Lawson,CB,Utah State,5 ft 9 in,190.0,4.48,33.0,16.0,120.0,7.12,4.4,2014,2014LAWSONNEVINUTA,4.0,133.0,69,3.0,2.0,3.0,1.0,1.0,1.0,11.0,1
Marqise Lee,WR,USC,6 ft 0 in,192.0,4.52,38.0,15.0,127.0,6.92,4.01,2014,2014LEEMARQISEUSC,2.0,39.0,72,0.0,4.0,2.0,4.0,0.0,4.0,14.0,1
Charles Leno,OG,Boise State,6 ft 4 in,303.0,5.25,29.0,21.0,108.0,7.57,4.4,2014,2014LENOCHARLESBOI,7.0,246.0,76,1.0,4.0,3.0,4.0,4.0,3.0,19.0,1
A.C. Leonard,TE,Tennessee State,6 ft 2 in,252.0,4.5,34.0,20.0,128.0,7.245,4.375,2014,2014LEONARDA.C.TEN,8.0,999.0,74,3.0,4.0,4.0,0.0,0.0,3.0,14.0,0
Richie Leone,P,Houston,6 ft 3 in,211.0,5.1,28.0,12.0,109.5,7.16,4.32,2014,2014LEONERICHIEHOU,8.0,999.0,75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Taylor Lewan,OT,Michigan,6 ft 7 in,309.0,4.87,30.5,29.0,117.0,7.39,4.49,2014,2014LEWANTAYLORMIC,1.0,11.0,79,4.0,4.0,4.0,4.0,4.0,4.0,24.0,1
Isaiah Lewis,S,Michigan State,5 ft 10 in,211.0,4.6,36.5,15.0,122.0,7.05,4.47,2014,2014LEWISISAIAHMIC,8.0,999.0,70,2.0,3.0,2.0,1.0,2.0,3.0,13.0,0
Brandon Linder,OG,Miami (FL),6 ft 6 in,311.0,5.35,26.5,30.0,100.0,7.825,4.72,2014,2014LINDERBRANDONMIA,3.0,93.0,78,4.0,3.0,2.0,0.0,0.0,2.0,11.0,1
Corey Linsley,C,Ohio State,6 ft 3 in,296.0,5.24,27.0,36.0,103.0,7.6,4.58,2014,2014LINSLEYCOREYOHI,5.0,161.0,75,4.0,0.0,2.0,0.0,0.0,2.0,8.0,1
Boseko Lokombo,OLB,Oregon,6 ft 2 in,225.0,4.66,34.0,22.0,122.0,7.15,4.3,2014,2014LOKOMBOBOSEKOORE,8.0,999.0,74,0.0,4.0,3.0,2.0,2.0,0.0,11.0,0
Spencer Long,OG,Nebraska,6 ft 5 in,320.0,5.16,28.0,26.0,101.0,7.825,4.72,2014,2014LONGSPENCERNEB,3.0,78.0,77,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1
Craig Loston,S,LSU,6 ft 1 in,217.0,4.65,32.5,12.0,119.0,7.15,4.35,2014,2014LOSTONCRAIGLSU,8.0,999.0,73,1.0,2.0,1.0,1.0,1.0,1.0,7.0,0
Cornelius Lucas,OT,Kansas State,6 ft 8 in,316.0,5.29,27.5,23.0,100.0,7.9350000000000005,4.79,2014,2014LUCASCORNELIUSKAN,8.0,999.0,80,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Marcus Lucas,WR,Missouri,6 ft 4 in,218.0,4.6,36.0,20.0,124.0,7.07,4.25,2014,2014LUCASMARCUSMIS,8.0,999.0,76,4.0,4.0,1.0,2.0,2.0,3.0,16.0,0
Colt Lyerla,TE,Oregon,6 ft 4 in,242.0,4.61,39.0,15.0,128.0,7.245,4.375,2014,2014LYERLACOLTORE,8.0,999.0,76,1.0,4.0,4.0,0.0,0.0,4.0,13.0,0
Aaron Lynch,DE,South Florida,6 ft 5 in,249.0,4.76,33.5,18.0,115.0,7.245,4.4,2014,2014LYNCHAARONSOU,5.0,150.0,77,1.0,0.0,3.0,0.0,0.0,0.0,4.0,1
Arthur Lynch,TE,Georgia,6 ft 5 in,258.0,4.82,29.5,28.0,116.0,7.38,4.35,2014,2014LYNCHARTHURGEO,5.0,155.0,77,4.0,3.0,2.0,3.0,2.0,1.0,15.0,1
Jordan Lynch,QB,Northern Illinois,6 ft 0 in,217.0,4.76,29.5,18.0,109.0,6.55,4.2,2014,2014LYNCHJORDANNOR,8.0,999.0,72,0.0,2.0,3.0,3.0,4.0,2.0,14.0,0
Khalil Mack,OLB,Buffalo,6 ft 3 in,251.0,4.65,40.0,23.0,128.0,7.08,4.18,2014,2014MACKKHALILBUF,1.0,5.0,75,3.0,4.0,3.0,3.0,3.0,4.0,20.0,1
Cody Mandell,P,Alabama,6 ft 2 in,216.0,4.89,27.0,12.0,109.0,7.16,4.32,2014,2014MANDELLCODYALA,8.0,999.0,74,0.0,1.0,3.0,0.0,0.0,1.0,5.0,0
Eathyn Manumaleuna,DT,BYU,6 ft 2 in,296.0,5.16,28.0,29.0,101.0,7.78,4.61,2014,2014MANUMALEUNAEATHYNBYU,8.0,999.0,74,3.0,2.0,2.0,3.0,2.0,2.0,14.0,0
Johnny Manziel,QB,Texas A&M,6 ft 0 in,207.0,4.68,31.5,22.0,113.0,6.75,4.03,2014,2014MANZIELJOHNNYTEX,1.0,22.0,72,0.0,3.0,4.0,4.0,4.0,3.0,18.0,1
Cassius Marsh,DE,UCLA,6 ft 4 in,252.0,4.89,32.0,14.0,108.0,7.08,4.25,2014,2014MARSHCASSIUSUCL,4.0,108.0,76,1.0,1.0,2.0,4.0,4.0,2.0,14.0,1
Kareem Martin,DE,North Carolina,6 ft 6 in,272.0,4.72,35.5,22.0,129.0,7.2,4.33,2014,2014MARTINKAREEMNOR,3.0,84.0,78,2.0,4.0,4.0,3.0,3.0,4.0,20.0,1
Marcus Martin,C,USC,6 ft 3 in,320.0,5.38,28.5,23.0,103.0,7.6,4.58,2014,2014MARTINMARCUSUSC,3.0,70.0,75,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1
Zack Martin,OG,Notre Dame,6 ft 4 in,308.0,5.22,28.0,29.0,106.0,7.65,4.59,2014,2014MARTINZACKNOT,1.0,16.0,76,4.0,4.0,3.0,4.0,4.0,3.0,22.0,1
Tre Mason,RB,Auburn,5 ft 8 in,207.0,4.5,38.5,20.0,126.0,7.0,4.15,2014,2014MASONTREAUB,3.0,75.0,68,0.0,4.0,3.0,3.0,0.0,4.0,14.0,1
Jeff Mathews,QB,Cornell,6 ft 4 in,223.0,5.26,25.5,18.0,105.0,7.14,4.36,2014,2014MATHEWSJEFFCOR,8.0,999.0,76,0.0,1.0,1.0,2.0,2.0,1.0,7.0,0
Jake Matthews,OT,Texas A&M,6 ft 5 in,308.0,5.07,30.5,24.0,105.0,7.34,4.47,2014,2014MATTHEWSJAKETEX,1.0,6.0,77,3.0,3.0,4.0,4.0,4.0,4.0,22.0,1
Jordan Matthews,WR,Vanderbilt,6 ft 3 in,212.0,4.46,35.5,21.0,120.0,6.95,4.18,2014,2014MATTHEWSJORDANVAN,2.0,42.0,75,4.0,3.0,3.0,3.0,3.0,3.0,19.0,1
Josh Mauro,DE,Stanford,6 ft 6 in,271.0,5.21,32.0,21.0,116.0,7.43,4.51,2014,2014MAUROJOSHSTA,8.0,999.0,78,2.0,3.0,1.0,2.0,2.0,2.0,12.0,0
A.J. McCarron,QB,Alabama,6 ft 3 in,220.0,4.94,28.0,22.0,99.0,7.18,4.34,2014,2014MCCARRONA.J.ALA,5.0,164.0,75,0.0,1.0,2.0,2.0,2.0,1.0,8.0,1
Daniel McCullers,DT,Tennessee,6 ft 7 in,352.0,5.18,20.5,27.0,97.0,7.675,4.61,2014,2014MCCULLERSDANIELTEN,6.0,215.0,79,2.0,1.0,2.0,0.0,0.0,1.0,6.0,1
Dexter McDougle,CB,Maryland,5 ft 10 in,196.0,4.47,36.0,15.0,122.0,6.9,4.14,2014,2014MCDOUGLEDEXTERMAR,3.0,80.0,70,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
Keith McGill,CB,Utah,6 ft 3 in,211.0,4.51,39.0,15.0,129.0,7.29,4.18,2014,2014MCGILLKEITHUTA,4.0,116.0,75,0.0,4.0,2.0,2.0,1.0,4.0,13.0,1
Jerick McKinnon,RB,Georgia Southern,5 ft 9 in,209.0,4.41,40.5,32.0,132.0,6.83,4.12,2014,2014MCKINNONJERICKGEO,3.0,96.0,69,4.0,4.0,4.0,4.0,4.0,4.0,24.0,1
Jack Mewhort,OT,Ohio State,6 ft 6 in,309.0,5.37,26.0,28.0,101.0,7.79,4.64,2014,2014MEWHORTJACKOHI,2.0,59.0,78,4.0,2.0,1.0,3.0,3.0,1.0,14.0,1
Trey Millard,FB,Oklahoma,6 ft 2 in,247.0,4.64,32.5,23.0,114.0,7.2,4.325,2014,2014MILLARDTREYOKL,7.0,245.0,74,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1
Tevin Mims,DE,South Florida,6 ft 4 in,260.0,4.95,27.5,17.0,109.0,7.46,4.47,2014,2014MIMSTEVINSOU,8.0,999.0,76,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0
Terrance Mitchell,CB,Oregon,5 ft 11 in,192.0,4.63,34.0,15.0,117.0,6.57,4.0,2014,2014MITCHELLTERRANCEORE,7.0,254.0,71,0.0,1.0,1.0,4.0,4.0,2.0,12.0,1
Donte Moncrief,WR,Mississippi,6 ft 2 in,221.0,4.4,39.5,13.0,132.0,7.02,4.3,2014,2014MONCRIEFDONTEMIS,3.0,90.0,74,2.0,4.0,4.0,2.0,2.0,4.0,18.0,1
Zach Moore,DE,Concordia (MN),6 ft 5 in,269.0,4.84,33.5,23.0,123.0,7.41,4.46,2014,2014MOOREZACHCON,6.0,198.0,77,2.0,4.0,2.0,2.0,2.0,3.0,15.0,1
James Morris,ILB,Iowa,6 ft 1 in,241.0,4.8,34.5,18.0,117.0,6.94,4.36,2014,2014MORRISJAMESIOW,8.0,999.0,73,1.0,3.0,2.0,2.0,4.0,3.0,15.0,0
Stephen Morris,QB,Miami (FL),6 ft 2 in,213.0,4.63,30.0,18.0,111.0,7.36,4.49,2014,2014MORRISSTEPHENMIA,8.0,999.0,74,0.0,3.0,4.0,1.0,1.0,2.0,11.0,0
Morgan Moses,OT,Virginia,6 ft 6 in,314.0,5.35,21.5,25.0,106.0,7.93,4.95,2014,2014MOSESMORGANVIR,3.0,66.0,78,0.0,4.0,2.0,1.0,2.0,1.0,10.0,1
C.J. Mosley,ILB,Alabama,6 ft 2 in,234.0,4.65,35.0,23.0,118.0,7.3,4.4,2014,2014MOSLEYC.J.ALA,1.0,17.0,74,0.0,4.0,4.0,1.0,2.0,3.0,14.0,1
Adam Muema,RB,San Diego State,5 ft 10 in,202.0,4.56,34.0,19.0,116.0,7.09,4.27,2014,2014MUEMAADAMSAN,8.0,999.0,70,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0
Jake Murphy,TE,Utah,6 ft 4 in,249.0,4.79,33.0,24.0,114.0,7.18,4.27,2014,2014MURPHYJAKEUTA,8.0,999.0,76,4.0,3.0,2.0,3.0,3.0,3.0,18.0,0
Trent Murphy,DE,Stanford,6 ft 5 in,250.0,4.86,35.5,19.0,118.0,6.78,4.2,2014,2014MURPHYTRENTSTA,2.0,47.0,77,1.0,4.0,2.0,4.0,4.0,4.0,19.0,1
Aaron Murray,QB,Georgia,6 ft 0 in,207.0,4.84,31.5,22.0,110.0,7.12,4.28,2014,2014MURRAYAARONGEO,5.0,163.0,72,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
Jordan Najvar,TE,Baylor,6 ft 6 in,256.0,4.93,32.5,18.0,112.0,7.14,4.47,2014,2014NAJVARJORDANBAY,8.0,999.0,78,2.0,2.0,1.0,2.0,3.0,2.0,12.0,0
Jonathan Newsome,OLB,Ball State,6 ft 3 in,247.0,4.73,34.0,21.0,117.0,7.31,4.63,2014,2014NEWSOMEJONATHANBAL,5.0,166.0,75,2.0,3.0,2.0,1.0,1.0,2.0,11.0,1
Troy Niklas,TE,Notre Dame,6 ft 6 in,270.0,4.84,32.0,27.0,114.0,7.57,4.55,2014,2014NIKLASTROYNOT,2.0,52.0,78,4.0,3.0,2.0,1.0,1.0,2.0,13.0,1
Kevin Norwood,WR,Alabama,6 ft 2 in,198.0,4.48,33.0,8.0,121.0,6.68,4.32,2014,2014NORWOODKEVINALA,4.0,123.0,74,1.0,3.0,3.0,1.0,4.0,1.0,13.0,1
Kyle Van Noy,OLB,BYU,6 ft 3 in,243.0,4.71,32.5,21.0,112.0,7.22,4.2,2014,2014VANKYLEBYU,2.0,40.0,75,2.0,1.0,2.0,3.0,2.0,2.0,12.0,1
Pat O'Donnell,P,Miami (FL),6 ft 4 in,220.0,4.64,30.5,23.0,120.0,7.16,4.32,2014,2014O'DONNELLPATMIA,6.0,191.0,76,4.0,4.0,4.0,0.0,0.0,4.0,16.0,1
Jeoffrey Pagan,DE,Alabama,6 ft 3 in,310.0,4.92,33.5,24.0,115.0,7.245,4.4,2014,2014PAGANJEOFFREYALA,6.0,177.0,75,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
Tenny Palepoi,DT,Utah,6 ft 1 in,298.0,5.1,30.5,31.0,111.0,7.67,4.53,2014,2014PALEPOITENNYUTA,8.0,999.0,73,4.0,4.0,2.0,4.0,3.0,3.0,20.0,0
Matt Paradis,C,Boise State,6 ft 3 in,306.0,5.34,26.0,23.0,103.0,7.6,4.46,2014,2014PARADISMATTBOI,6.0,207.0,75,2.0,3.0,1.0,4.0,3.0,2.0,15.0,1
Matt Patchan,OT,Boston Col.,6 ft 6 in,302.0,4.97,33.5,22.0,100.0,7.9350000000000005,4.79,2014,2014PATCHANMATTBOS,8.0,999.0,78,2.0,0.0,4.0,0.0,0.0,4.0,10.0,0
Jacob Pedersen,TE,Wisconsin,6 ft 3 in,238.0,4.82,28.5,19.5,111.0,7.55,4.4,2014,2014PEDERSENJACOBWIS,8.0,999.0,75,0.0,2.0,2.0,2.0,1.0,1.0,8.0,0
LaDarius Perkins,RB,Mississippi State,5 ft 7 in,195.0,4.46,35.5,23.0,124.0,7.08,4.3,2014,2014PERKINSLADARIUSMIS,8.0,999.0,67,4.0,4.0,4.0,2.0,2.0,3.0,19.0,0
Kevin Pierre-Louis,OLB,Boston Col.,6 ft 0 in,232.0,4.51,39.0,28.0,128.0,6.92,4.02,2014,2014PIERRE-LOUISKEVINBOS,4.0,132.0,72,4.0,4.0,4.0,4.0,4.0,4.0,24.0,1
Ronald Powell,OLB,Florida,6 ft 3 in,237.0,4.65,35.5,21.0,114.0,7.09,4.28,2014,2014POWELLRONALDFLO,5.0,169.0,75,2.0,2.0,3.0,0.0,0.0,3.0,10.0,1
Jabari Price,CB,North Carolina,5 ft 11 in,200.0,4.45,36.0,16.0,122.0,7.04,4.3,2014,2014PRICEJABARINOR,7.0,225.0,71,3.0,0.0,3.0,1.0,2.0,0.0,9.0,1
Calvin Pryor,S,Louisville,5 ft 11 in,207.0,4.58,34.5,18.0,116.0,6.96,4.17,2014,2014PRYORCALVINLOU,1.0,18.0,71,3.0,2.0,2.0,0.0,0.0,2.0,9.0,1
Loucheiz Purifoy,CB,Florida,5 ft 11 in,190.0,4.61,35.5,6.0,120.0,6.97,4.2,2014,2014PURIFOYLOUCHEIZFLO,8.0,999.0,71,1.0,2.0,1.0,0.0,0.0,2.0,6.0,0
Kelcy Quarles,DT,South Carolina,6 ft 4 in,297.0,5.03,23.5,27.0,102.0,7.73,4.71,2014,2014QUARLESKELCYSOU,8.0,999.0,76,2.0,2.0,3.0,0.0,0.0,1.0,8.0,0
Kaleb Ramsey,DT,Boston Col.,6 ft 3 in,293.0,5.07,29.5,36.0,105.0,7.675,4.61,2014,2014RAMSEYKALEBBOS,7.0,243.0,75,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1
Keith Reaser,CB,Florida Atlantic,5 ft 11 in,189.0,4.43,36.0,22.0,122.0,6.9,4.14,2014,2014REASERKEITHFLO,5.0,170.0,71,4.0,0.0,4.0,0.0,0.0,0.0,8.0,1
Silas Redd,RB,USC,5 ft 10 in,212.0,4.7,37.0,18.0,122.0,7.09,4.27,2014,2014REDDSILASUSC,8.0,999.0,70,2.0,4.0,1.0,0.0,0.0,4.0,11.0,0
Tevin Reese,WR,Baylor,5 ft 10 in,163.0,4.46,41.0,15.0,132.0,6.63,4.18,2014,2014REESETEVINBAY,7.0,240.0,70,0.0,4.0,3.0,3.0,4.0,4.0,18.0,1
Caraun Reid,DT,Princeton,6 ft 2 in,302.0,4.91,26.5,20.0,106.0,7.59,4.58,2014,2014REIDCARAUNPRI,5.0,158.0,74,1.0,3.0,4.0,3.0,3.0,1.0,15.0,1
Trevor Reilly,OLB,Utah,6 ft 5 in,245.0,4.67,34.5,26.0,118.0,7.09,4.28,2014,2014REILLYTREVORUTA,7.0,233.0,77,4.0,0.0,3.0,0.0,0.0,0.0,7.0,1
Bryn Renner,QB,North Carolina,6 ft 3 in,228.0,4.87,25.5,18.0,108.0,7.22,4.3,2014,2014RENNERBRYNNOR,8.0,999.0,75,0.0,2.0,2.0,3.0,2.0,1.0,10.0,0
Ed Reynolds,S,Stanford,6 ft 1 in,207.0,4.57,32.5,15.0,117.0,6.96,4.17,2014,2014REYNOLDSEDSTA,5.0,162.0,73,2.0,2.0,3.0,0.0,0.0,1.0,8.0,1
Rashaad Reynolds,CB,Oregon State,5 ft 10 in,189.0,4.51,37.5,20.0,123.0,6.72,4.0,2014,2014REYNOLDSRASHAADORE,8.0,999.0,70,4.0,3.0,2.0,4.0,4.0,3.0,20.0,0
Antonio Richardson,OT,Tennessee,6 ft 6 in,336.0,5.3,24.5,36.0,100.0,7.9350000000000005,4.79,2014,2014RICHARDSONANTONIOTEN,8.0,999.0,78,4.0,0.0,2.0,0.0,0.0,1.0,7.0,0
Cyril Richardson,OG,Baylor,6 ft 5 in,329.0,5.36,25.5,25.0,91.0,7.7,4.83,2014,2014RICHARDSONCYRILBAY,5.0,153.0,77,3.0,1.0,2.0,2.0,4.0,2.0,14.0,1
Paul Richardson,WR,Colorado,6 ft 0 in,175.0,4.4,38.0,15.0,124.0,7.09,4.18,2014,2014RICHARDSONPAULCOL,2.0,45.0,72,0.0,4.0,4.0,0.0,2.0,4.0,14.0,1
Weston Richburg,C,Colorado State,6 ft 3 in,298.0,5.1,25.5,25.0,106.0,7.93,4.63,2014,2014RICHBURGWESTONCOL,2.0,43.0,75,2.0,4.0,4.0,3.0,2.0,1.0,16.0,1
Marcus Roberson,CB,Florida,6 ft 0 in,191.0,4.61,37.5,8.0,120.0,6.84,4.08,2014,2014ROBERSONMARCUSFLO,8.0,999.0,72,1.0,2.0,1.0,3.0,3.0,3.0,13.0,0
Allen Robinson,WR,Penn State,6 ft 3 in,220.0,4.6,39.0,15.0,127.0,7.0,4.0,2014,2014ROBINSONALLENPEN,2.0,61.0,75,0.0,4.0,1.0,4.0,2.0,4.0,15.0,1
Greg Robinson,OT,Auburn,6 ft 5 in,332.0,4.92,28.5,32.0,113.0,7.8,4.86,2014,2014ROBINSONGREGAUB,1.0,2.0,77,4.0,4.0,4.0,2.0,3.0,3.0,20.0,1
Bradley Roby,CB,Ohio State,5 ft 11 in,194.0,4.39,38.5,17.0,124.0,6.9,4.04,2014,2014ROBYBRADLEYOHI,1.0,31.0,71,4.0,3.0,4.0,4.0,0.0,4.0,19.0,1
Richard Rodgers,TE,California,6 ft 4 in,257.0,4.87,31.5,16.0,116.0,7.23,4.47,2014,2014RODGERSRICHARDCAL,3.0,98.0,76,1.0,3.0,2.0,2.0,2.0,2.0,12.0,1
Michael Sam,DE,Missouri,6 ft 2 in,261.0,4.91,25.5,17.0,114.0,7.8,4.7,2014,2014SAMMICHAELMIS,7.0,249.0,74,1.0,3.0,2.0,1.0,1.0,1.0,9.0,1
Bishop Sankey,RB,Washington,5 ft 9 in,209.0,4.49,35.5,26.0,126.0,6.75,4.0,2014,2014SANKEYBISHOPWAS,2.0,54.0,69,4.0,4.0,3.0,4.0,4.0,3.0,22.0,1
Cairo Santos,K,Tulane,5 ft 8 in,164.0,4.76,33.5,14.0,115.0,7.16,4.32,2014,2014SANTOSCAIROTUL,8.0,999.0,68,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0
Jalen Saunders,WR,Oklahoma,5 ft 9 in,165.0,4.44,34.0,15.0,122.0,6.92,4.18,2014,2014SAUNDERSJALENOKL,4.0,104.0,69,0.0,3.0,4.0,0.0,0.0,2.0,9.0,1
